eta,eta_fraction,c0,t1,t2,control_duration,clear_time,peak_I,cum_total_infections,q_start,q_mean_control,q_min_theory,q_max_theory,J_c,J_q,J,raw_c_cost,raw_q_cost,w_c,w_q,plateau_max_error,q_was_clipped,status,S_star,Sc,Sbar,S_end,C2,clear_time_method
5879.932287106999,0.0004467015336250854,12.8872,15.408276378521458,397.9868775716419,382.57860119312045,673.058867826262,5879.932287106999,2226829.4729421386,0.8466641970953751,0.6164876652251371,0.323,0.8466641970953751,0.0,165.85243785711629,184.19912783092315,0.0,112.28210042926773,1.0,2.0,0.0,0.0,ok,13131198.751382835,2974125.4115856644,1711863.1646776996,2607798.063360016,-9876346.99549182,phase_formula
6500.0,0.0004938084023398921,12.8872,15.507706464816126,361.54403659236056,346.03633012754443,626.3038940064405,6500.0,2233777.608553568,0.8466250110753928,0.6164894627684872,0.323,0.8466250110753928,0.0,150.0118413995744,166.59801756338518,0.0,101.55801662751189,1.0,2.0,0.0,0.0,ok,13127843.840518482,2974125.4115856644,1711863.1646776996,2589830.103017987,-9875726.927778926,phase_formula
6605.806070835401,0.00050184654492406,12.8872,15.523786421406975,356.0098525665213,340.48606614511436,619.1456263105327,6605.806070835401,2234929.6375724273,0.84661832222377,0.6164905201462866,0.323,0.84661832222377,0.0,147.6062520760599,163.92523858982364,0.0,99.92943265549255,1.0,2.0,0.0,0.0,ok,13127271.345805624,2974125.4115856644,1711863.1646776996,2586859.246872322,-9875621.121708091,phase_formula
7421.288497006765,0.000563799171693897,12.8872,15.63922046893252,318.65803215626954,303.018811687337,570.3794095585154,7421.288497006765,2243516.481066064,0.8465667465759135,0.6165046030780197,0.323,0.8465667465759135,0.0,131.36989076730435,145.88665430264788,0.0,88.93741604946503,1.0,2.0,0.0,0.0,ok,13122858.693990322,2974125.4115856644,1711863.1646776996,2564789.890991485,-9874805.63928192,phase_formula
8337.44169374924,0.000633399809598818,12.8872,15.754773325475176,285.4233628008986,269.6685894754234,526.2321339929871,8337.44169374924,2252619.4547103355,0.8465087564904282,0.6165328238007525,0.323,0.8465087564904282,0.0,116.92257394252127,129.83785639176372,0.0,79.15658255908691,1.0,2.0,0.0,0.0,ok,13117900.78447005,2974125.4115856644,1711863.1646776996,2541537.2318912353,-9873889.486085176,phase_formula
9366.693401651874,0.0007115926005965109,12.8872,15.870416995584014,255.85341624576017,239.98299925017616,486.23196754306116,9366.693401651874,2262269.8355450323,0.8464435475833378,0.6165784418274796,0.323,0.8464435475833378,0.0,104.06770307969262,115.56018064742815,0.0,70.4538349849519,1.0,2.0,0.0,0.0,ok,13112330.168842942,2974125.4115856644,1711863.1646776996,2517047.133785215,-9872860.234377274,phase_formula
10523.00555772709,0.0007994382403500031,12.8872,15.986038410201786,229.54539037574511,213.55935196554333,449.9573264301042,10523.00555772709,2272500.848553876,0.8463702128505448,0.6166451958520652,0.323,0.8463702128505448,0.0,92.63024776065299,102.85893493814557,0.0,62.710677733962086,1.0,2.0,0.0,0.0,ok,13106071.036111793,2974125.4115856644,1711863.1646776996,2491264.215243087,-9871703.922221199,phase_formula
11822.06369095274,0.0008981283667061263,12.8872,16.10182131430521,206.14102856961213,190.03920725530693,417.03178860330144,11822.06369095274,2283347.788512855,0.8462877291141142,0.6153610734060502,0.323,0.8462877291141142,0.0,82.06804523249093,90.96354259360882,0.0,55.56006662239635,1.0,2.0,0.0,0.0,ok,13099038.17072796,2974125.4115856644,1711863.1646776996,2464132.0063603907,-9870404.864087975,phase_formula
13281.489698569587,0.0010090017244222128,12.8872,16.21765059218207,185.32116173051946,169.10351113833738,387.1186291674743,13281.489698569587,2294848.1764312577,0.846194941556845,0.6153147030533064,0.323,0.846194941556845,0.0,73.01542487987379,80.91484199589482,0.0,49.43144264367456,1.0,2.0,0.0,0.0,ok,13091135.77943642,2974125.4115856644,1711863.1646776996,2435593.14100306,-9868945.438080357,phase_formula
14921.080889473207,0.0011335623254177018,12.8872,16.33355334433592,166.80182134888602,150.4682680045501,359.91692567747117,14921.080889473207,2307041.903314834,0.8460905460438606,0.615284745284228,0.323,0.8460905460438606,0.0,64.96245108872809,71.97795280178171,0.0,43.97957938706892,1.0,2.0,0.0,0.0,ok,13082256.170028973,2974125.4115856644,1711863.1646776996,2405589.588791342,-9867305.846889453,phase_formula
15000.0,0.0011395578515535972,12.8872,16.3388158048265,166.0128691140342,149.6740533092077,358.74397437166976,15000.0,2307611.593272639,0.846085517031081,0.6152838659076113,0.323,0.846085517031081,0.0,64.61936621458956,71.59726793411505,0.0,43.74731092727714,1.0,2.0,0.0,0.0,ok,13081828.719459048,2974125.4115856644,1711863.1646776996,2404194.258335754,-9867226.927778926,phase_formula
16763.07853735573,0.0012734998508968874,12.8872,16.449643990877696,150.33033216211294,133.88068817123525,335.1576422514553,16763.07853735573,2319971.3956233314,0.8459730688744641,0.6152761938998538,0.323,0.8459730688744641,0.0,57.799317541184344,64.03076312041188,0.0,39.130137975381814,1.0,2.0,0.0,0.0,ok,13072278.262834797,2974125.4115856644,1711863.1646776996,2374062.931956583,-9865463.849241572,phase_formula
18832.46958655668,0.0014307125721003326,12.8872,16.565768330945595,135.68152708148654,119.11575875054093,312.5998352779841,18832.46958655668,2333681.820485548,0.8458408435398699,0.6152944934589459,0.323,0.8458408435398699,0.0,51.42818370305371,56.96442382692149,0.0,34.81688036696737,1.0,2.0,0.0,0.0,ok,13061065.913163831,2974125.4115856644,1711863.1646776996,2340954.6927003684,-9863394.45819237,phase_formula
21157.325603303416,0.0016073331006080237,12.8872,16.682052665089582,122.65524397616119,105.9731913110716,292.02814049323314,21157.325603303416,2348221.2545287367,0.8456919839794939,0.6153467219941049,0.323,0.8456919839794939,0.0,45.762060707601094,50.68220419643702,0.0,30.980915099045937,1.0,2.0,0.0,0.0,ok,13048466.019911252,2974125.4115856644,1711863.1646776996,2306206.7172013354,-9861069.602175623,phase_formula
23769.183570259636,0.0018057573175005422,12.8872,16.798563465709805,111.07326839343267,94.27470492772287,273.2497054704718,23769.183570259636,2363640.9200342777,0.8455243537262609,0.6154412138644307,0.323,0.8455243537262609,0.0,40.723499476771494,45.09797875797639,0.0,27.569809145774304,1.0,2.0,0.0,0.0,ok,13034306.392060636,2974125.4115856644,1711863.1646776996,2269761.6229433687,-9858457.744208667,phase_formula
26326.0,0.002,12.8872,16.90089167316588,101.97196883954985,85.07107716638396,258.10849962879837,26326.0,2377943.137838502,0.8453598505859481,0.6155662375638221,0.323,0.8453598505859481,0.0,36.763552395968276,40.71096164101637,0.0,24.888924972070534,1.0,2.0,0.0,0.0,ok,13020440.754052531,2974125.4115856644,1711863.1646776996,2236331.0553641412,-9855900.927778926,phase_formula
26703.473689911352,0.002028676873806226,12.8872,16.91514053530766,100.77674829861371,83.86160776330605,256.09159397902596,26703.473689911352,2379995.461520991,0.845335530204596,0.6155871678647896,0.323,0.845335530204596,0.0,36.243471651482395,40.13491602400628,0.0,24.536830308053574,1.0,2.0,0.0,0.0,ok,13018393.340804167,2974125.4115856644,1711863.1646776996,2231563.3165714764,-9855523.454089016,phase_formula
30000.0,0.0022791157031071944,12.8872,17.03195231304367,91.62459668800149,74.59264437495781,240.39917793980305,30000.0,2397343.1440152237,0.8451227632865601,0.6122966626286874,0.323,0.8451227632865601,0.0,31.87504146872056,35.13005869322097,0.0,21.579403074323825,1.0,2.0,0.0,0.0,ok,13000508.960325282,2974125.4115856644,1711863.1646776996,2191557.590004547,-9852226.927778926,phase_formula
