N_eff,eta,eta_fraction,status,I0_fit,S0_fit,fit_objective,fit_raw_rmse,S_star,Sc,Sbar,t1,inflection_exists,t_inflection,tau_inflection,S_at_inflection,S_target_2Sbar,S_inflection_error,q_at_inflection,q_inflection_theory,q_inflection_theory_residual,t_inflection_numeric,t_inflection_numeric_error,q_inflection_numeric,q_inflection_numeric_error,beta_recovered_numeric,beta_recovery_error,q_second_left,q_second_right,t2,control_duration,clear_time,plateau_max_error
40000.0,100.0,0.0025,ok,0.0014045524933739035,39999.998595447505,4711.605537816224,11.233239004326007,39458.27278022793,9037.834571406715,5202.045626916963,11.061929184146473,True,69.56389779968835,58.50196861554188,10404.091253833925,10404.091253833925,0.0,0.4119030816278523,0.4119030816278523,0.0,69.56389683949143,-9.601969139794164e-07,0.4119030907244228,9.096570552369343e-09,0.14979998684926898,-1.3150731004163418e-08,-3.3414039282139315e-07,3.341403928214199e-07,79.0206239216918,67.95869473754531,151.19515470460624,0.0
50000.0,100.0,0.002,ok,0.0013085564730700168,49999.99869144353,2953.1065989043536,10.350577693481037,49458.4907410057,11297.293214258392,6502.557033646203,11.128358384182485,True,84.37853310756961,73.25017472338712,13005.114067292407,13005.114067292407,0.0,0.4119030816278524,0.4119030816278523,1.1102230246251565e-16,84.3785328812282,-2.263414131675745e-07,0.4119030833432746,1.71542230420485e-09,0.14979999752004802,-2.4799519660057e-09,-2.1415877172115008e-07,2.1415877172117168e-07,96.1994407600739,85.07108237589141,176.1972273830857,0.0
60000.0,100.0,0.0016666666666666668,ok,0.0012495375783158943,59999.99875046242,2090.449698476853,9.893927140121779,59458.63543241404,13556.75185711007,7803.068440375445,11.171641168450863,True,99.16969784310787,87.99805667465701,15606.136880750892,15606.13688075089,1.8189894035458565e-12,0.4119030816278524,0.4119030816278523,1.1102230246251565e-16,99.16969742293078,-4.201770877898525e-07,0.4119030842815923,2.653740005520433e-09,0.1497999961635409,-3.836459094852529e-09,-1.488639156728292e-07,1.4886391567279503e-07,113.35478702611307,102.18314585766221,200.43217287170913,0.0
