N_eff,eta,eta_fraction,I0_scaled,I0_fraction,t1,t2,control_duration,clear_time_I_le_1,tail_duration_I_le_1,tail_duration_I_le_1_ode,tail_formula_ode_error,fractional_clear_epsilon,clear_time_fractional,tail_duration_fractional,cum_fraction_t2,cum_total_infections_I_le_1,cum_fraction_I_le_1,J,q_start,q_max_theory,plateau_max_error,status,max_i_collapse_error,max_q_collapse_error
50000.0,100.0,0.002,3.823703690344147e-06,7.647407380688293e-11,16.896690032843228,101.96776719922717,85.07107716638394,181.96555382223897,79.9977866230118,79.99778662303054,-1.872990651463624e-11,1e-07,254.35268957129307,152.38492237206592,0.16087013825970703,9028.205468548762,0.18056410937097525,40.768649840092536,0.845359850585948,0.845359850585948,0.0,ok,0.0,0.0
100000.0,200.0,0.002,7.647407380688294e-06,7.647407380688293e-11,16.896690032843228,101.96776719922717,85.07107716638394,191.45852464625835,89.49075744703119,89.49075744690931,1.2187229003757238e-10,1e-07,254.35268957129307,152.38492237206592,0.16087013825970703,18060.90847612686,0.1806090847612686,40.768649840092536,0.845359850585948,0.845359850585948,0.0,ok,1.5804555917025426e-10,0.0
300000.0,600.0,0.002,2.294222214206488e-05,7.647407380688293e-11,16.896690032843228,101.9677671992272,85.07107716638397,206.47593279573442,104.50816559650723,104.50816559659604,-8.881784197001252e-11,1e-07,254.35268957129313,152.38492237206592,0.16087013825970706,54191.697872598874,0.18063899290866292,40.76864984009254,0.845359850585948,0.845359850585948,0.0,ok,2.0434037990325893e-10,2.220446049250313e-16
1000000.0,2000.0,0.002,7.647407380688293e-05,7.647407380688293e-11,16.896690032843228,101.96776719922717,85.07107716638394,222.9181469628437,120.95037976361654,120.95037976390616,-2.8961721909581684e-10,1e-07,254.35268957129307,152.38492237206592,0.16087013825970703,180649.44657161945,0.18064944657161947,40.76864984009253,0.845359850585948,0.845359850585948,0.0,ok,2.0550831023903593e-10,2.220446049250313e-16
3000000.0,6000.0,0.002,0.00022942222142064878,7.647407380688293e-11,16.896690032843228,101.96776719922718,85.07107716638396,237.91696855183812,135.94920135261094,135.94920135273404,-1.2309442354307976e-10,1e-07,254.3526895712931,152.38492237206592,0.16087013825970703,541957.2960599773,0.18065243201999243,40.76864984009255,0.8453598505859481,0.8453598505859481,0.0,ok,2.1071310148113032e-10,2.220446049250313e-16
13163000.0,26326.0,0.002,0.00100662823352,7.647407380688293e-11,16.896690032843228,101.96776719922718,85.07107716638396,258.1042979884757,156.13653078924852,156.13653079935298,-1.0104457714987802e-08,1e-07,254.3526895712931,152.38492237206592,0.16087013825970703,2377943.1315193083,0.1806535844047184,40.76864984009255,0.8453598505859481,0.8453598505859481,0.0,ok,2.1067410565633188e-10,3.3306690738754696e-16
