beta,q0,N_eff,eta,eta_fraction,existence_product,Sc,two_Sbar,S_star,inflection_exists,t1,t2,control_duration,q_inflection_theory,status,t_inflection,tau_inflection,t2_minus_t_inflection,t_inflection_numeric,q_inflection_analytic,q_inflection_numeric,q_inflection_numeric_error,beta_recovered_numeric,beta_recovery_error
0.06,0.323,50000.0,100.0,0.002,0.6363800000000001,28205.575391598453,35898.928135410846,47886.877374398246,True,49.71861391963957,91.280598862992,41.56198494335242,0.46808510638297873,ok,69.56577706682756,19.847163147187985,21.71482179616443,69.56577925703205,0.4680851063829786,0.46808509136935966,-1.5013619070192163e-08,0.06000002653206671,2.6532066710327484e-08
0.09,0.323,50000.0,100.0,0.002,0.6160700000000001,18803.7169277323,23168.81177533608,48983.77913616363,True,23.019100979068966,86.83802292024602,63.81892194117705,0.4505494505494506,ok,68.49034657716456,45.4712455980956,18.34767634308146,68.49034356038918,0.4505494505494505,0.45054947191087313,2.1361422519738937e-08,0.08999996462121052,-3.5378789481343986e-08
0.12,0.323,50000.0,100.0,0.002,0.5957600000000001,14102.787695799227,16803.7535952987,49305.019986306506,True,14.986032139639876,91.4410007095612,76.45496856992132,0.43181818181818177,ok,76.39393306031477,61.407900920674884,15.04706764924643,76.39393258684655,0.4318181818181819,0.43181818528504307,3.4668612980404134e-09,0.11999999463052513,-5.369474864735935e-09
0.1498,0.323,50000.0,100.0,0.002,0.5755854000000001,11297.293214258392,13005.114067292407,49458.4907410057,True,11.131236973843261,96.20231934973467,85.07108237589141,0.4119030816278523,ok,84.38141169723038,73.25017472338712,11.820907652504289,84.38141147088896,0.4119030816278524,0.4119030833432746,1.71542230420485e-09,0.14979999752004802,-2.4799519660057e-09
0.18,0.323,50000.0,100.0,0.002,0.5551400000000001,9401.85846386615,10438.69541526131,49549.93292146991,True,8.8296202624894,100.42295024786502,91.59332998537562,0.3902439024390244,ok,91.83067619830994,83.00105593582055,8.592274049555073,91.83067581611553,0.3902439024390244,0.39024390544232274,3.0032983322492157e-09,0.17999999596116434,-4.038835654807116e-09
0.21,0.323,50000.0,100.0,0.002,0.53483,8058.735826170986,8620.107363822057,49609.648762143384,True,7.325282632222394,104.00624295732042,96.68096032509803,0.3670886075949368,ok,98.5921107479091,91.2668281156867,5.414132209411321,98.59211161998917,0.3670886075949368,0.3670886004818545,-7.113082289844641e-09,0.21000000887854908,8.878549090374221e-09
0.24,0.323,50000.0,100.0,0.002,0.5145200000000001,7051.393847899613,7256.166325242619,49651.953145930915,True,6.258984062030403,107.07809353192349,100.81910946989308,0.3421052631578947,ok,104.82406104339404,98.56507698136363,2.2540324885294467,104.8240608659545,0.3421052631578946,0.34210526466229657,1.504401880847439e-09,0.23999999826211493,-1.7378850580840322e-09
