scan,N_eff,eta,eta_fraction,t_inflection,t_inflection_numeric,t_inflection_numeric_error,q_inflection_theory,q_inflection_numeric,q_inflection_numeric_error,beta_recovered_numeric,beta_recovery_error
vary_eta,50000.0,80.0,0.0016,102.59286525521092,102.59286390161448,-1.3535964455968497e-06,0.4119030816278523,0.4119030898348971,8.207044821517684e-09,0.1497999881352386,-1.1864761340074637e-08
vary_eta,50000.0,100.0,0.002,84.38141169723038,84.38141147088896,-2.263414131675745e-07,0.4119030816278523,0.4119030833432746,1.7154223042048502e-09,0.149799997520048,-2.4799519660057e-09
vary_eta,50000.0,150.0,0.003,60.20863372246026,60.208633019126445,-7.033338178530357e-07,0.4119030816278523,0.4119030896236184,7.995766160284745e-09,0.14979998844068,-1.1559320001186537e-08
vary_N_eff,40000.0,100.0,0.0025,69.56646721905983,69.56646743192786,2.128680307578179e-07,0.4119030816278523,0.4119030796112125,-2.016639799595765e-09,0.149800002915416,2.9154160752220552e-09
vary_N_eff,50000.0,100.0,0.002,84.38141169723038,84.38141147088896,-2.263414131675745e-07,0.4119030816278523,0.4119030833432746,1.7154223042048502e-09,0.149799997520048,-2.4799519660057e-09
vary_N_eff,60000.0,100.0,0.0016666666666666,99.17279294340136,99.17279252322426,-4.201770877898525e-07,0.4119030816278523,0.4119030842815923,2.653740005520433e-09,0.1497999961635409,-3.836459094852529e-09
