role,c0,t,I,q,I_cum,Iq_cum,It_cum,phase
near-inflection,3.4930896646937613,179.27057885710147,29.788201423016666,0.323,200.72739173141196,95.76801702990561,296.49540876131755,pre-control
near-inflection,3.4930896646937613,179.43734218627085,30.00762154835759,0.323,202.41913677685238,96.57515683740526,298.99429361425763,pre-control
near-inflection,3.4930896646937613,179.60410551544027,30.228023569037255,0.323,204.1226933111735,97.38793196382436,301.51062527499784,pre-control
near-inflection,3.4930896646937613,179.77086884460965,30.449400958905233,0.323,205.8381030020869,98.20636228903119,304.0444652911181,pre-control
near-inflection,3.4930896646937613,179.93763217377904,30.671746968915443,0.323,207.56540696754877,99.0304674306031,306.59587439815186,pre-control
near-inflection,3.4930896646937613,180.10439550294845,30.895054624966725,0.323,209.30464576256875,99.86026673753287,309.16491250010165,pre-control
near-inflection,3.4930896646937613,180.27115883211783,31.1193167257699,0.323,211.0558593659415,100.69577928389828,311.7516386498398,pre-control
near-inflection,3.4930896646937613,180.43792216128725,31.344525840742644,0.323,212.81908716690378,101.53702386249626,314.35611102940004,pre-control
near-inflection,3.4930896646937613,180.60468549045663,31.57067430793269,0.323,214.59436795171183,102.38401897843863,316.97838693015046,pre-control
near-inflection,3.4930896646937613,180.77144881962602,31.797754231972277,0.323,216.38173989015374,103.2367828427174,319.61852273287116,pre-control
near-inflection,3.4930896646937613,180.93821214879543,32.02575748206397,0.323,218.18124052199065,104.09533336573563,322.27657388772633,pre-control
near-inflection,3.4930896646937613,181.1049754779648,32.25467568999964,0.323,219.99290674333133,104.95968815080658,324.9525948941379,pre-control
near-inflection,3.4930896646937613,181.27173880713423,32.48450024821494,0.323,221.8167747929495,105.8298644876259,327.6466392805754,pre-control
near-inflection,3.4930896646937613,181.4385021363036,32.71522230787936,0.323,223.65288023853807,106.7058793457132,330.3587595842513,pre-control
near-inflection,3.4930896646937613,181.60526546547302,32.94683277702457,0.323,225.50125796291096,107.58774936782908,333.08900733074006,pre-control
near-inflection,3.4930896646937613,181.7720287946424,33.17932231871172,0.323,227.36194215015033,108.47549086336569,335.83743301351603,pre-control
near-inflection,3.4930896646937613,181.9387921238118,33.41268134924012,0.323,229.23496627170957,109.36911980171672,338.6040860734263,pre-control
near-inflection,3.4930896646937613,182.1055554529812,33.646900036397746,0.323,231.12036307246697,110.26865180562314,341.38901487809005,pre-control
near-inflection,3.4930896646937613,182.2723187821506,33.88196829775605,0.323,233.0181645567401,111.17410214450085,344.1922667012409,pre-control
near-inflection,3.4930896646937613,182.43908211132,34.11787579901057,0.323,234.92840197426574,112.08548572775166,347.01388770201737,pre-control
near-inflection,3.4930896646937613,182.6058454404894,34.35461195236798,0.323,236.85110580614008,113.00281709805509,349.85392290419514,pre-control
near-inflection,3.4930896646937613,182.7726087696588,34.592165914982786,0.323,238.7863057507365,113.92611042464982,352.71241617538635,pre-control
near-inflection,3.4930896646937613,182.9393720988282,34.8305265874436,0.323,240.73403070959245,114.85537949660028,355.5894102061927,pre-control
near-inflection,3.4930896646937613,183.10613542799757,35.069682612311915,0.323,242.6943087732782,115.79063771605446,358.48494648933263,pre-control
near-inflection,3.4930896646937613,183.27289875716698,35.30962237271428,0.323,244.66716720724745,116.73189809149328,361.39906529874077,pre-control
near-inflection,3.4930896646937613,183.43966208633637,35.550333990989614,0.323,246.65263243767467,117.67917323097333,364.33180566864803,pre-control
near-inflection,3.4930896646937613,183.60642541550578,35.791805327393774,0.323,248.65073003728602,118.63247533536692,367.28320537265296,pre-control
near-inflection,3.4930896646937613,183.77318874467517,36.03402397886213,0.323,250.661484711183,119.59181619159841,370.2533009027814,pre-control
near-inflection,3.4930896646937613,183.93995207384458,36.276977277833,0.323,252.68492028267238,120.55720716588361,373.242127448556,pre-control
near-inflection,3.4930896646937613,184.10671540301396,36.520652291132095,0.323,254.72105967909422,121.52865919696816,376.2497188760624,pre-control
near-inflection,3.4930896646937613,184.27347873218335,36.76503581892131,0.323,256.76992491766697,122.50618278937436,379.2761077070413,pre-control
near-inflection,3.4930896646937613,184.44024206135276,37.01011439371222,0.323,258.8315370913442,123.48978800665314,382.3213250979973,pre-control
near-inflection,3.4930896646937613,184.60700539052215,37.25587427944619,0.323,260.9059163546891,124.47948446464488,385.385400819334,pre-control
near-inflection,3.4930896646937613,184.77376871969156,37.50230147064366,0.323,262.9930819097798,125.4752813247546,388.4683632345344,pre-control
near-inflection,3.4930896646937613,184.94053204886094,37.74938169162288,0.323,265.0930519921385,126.47718728723889,391.5702392793774,pre-control
near-inflection,3.4930896646937613,185.10729537803036,37.99710039579098,0.323,267.2058438567003,127.48521058451136,394.6910544412117,pre-control
near-inflection,3.4930896646937613,185.27405870719974,38.24544276500798,0.323,269.3314737638183,128.4993589744657,397.830832738284,pre-control
near-inflection,3.4930896646937613,185.44082203636913,38.494393709026504,0.323,271.46995696531917,129.51963973382288,400.9895966991421,pre-control
near-inflection,3.4930896646937613,185.60758536553854,38.74393786500775,0.323,273.62130769060536,130.54605965150003,404.1673673421054,pre-control
near-inflection,3.4930896646937613,185.77434869470792,38.994059597115935,0.323,275.78553913281456,131.57862502200751,407.3641641548221,pre-control
near-inflection,3.4930896646937613,185.94111202387734,39.24474299619309,0.323,277.9626634350455,132.61734163887692,410.5800050739224,pre-control
near-inflection,3.4930896646937613,186.10787535304672,39.49597187951488,0.323,280.1526916766435,133.66221478811795,413.8149064647614,pre-control
near-inflection,3.4930896646937613,186.27463868221614,39.74772979063035,0.323,282.3556338595678,134.71324924171404,417.06888310128187,pre-control
near-inflection,3.4930896646937613,186.44140201138552,40.0,0.39992673323634764,284.57149889483094,135.7704492511527,420.3419481459836,threshold-control
near-inflection,3.4930896646937613,186.45084715988494,40.0,0.39990733836113856,284.6830649889061,135.8448009396845,420.52786592859064,threshold-control
near-inflection,3.4930896646937613,186.46029230838437,40.0,0.3998879435120338,284.7946310829813,135.9191466194917,420.713777702473,threshold-control
near-inflection,3.4930896646937613,186.4697374568838,40.0,0.3998685486890756,284.9061971770565,135.99348629097085,420.8996834680274,threshold-control
near-inflection,3.4930896646937613,186.47918260538322,40.0,0.39984915389230624,285.0177632711317,136.0678199545184,421.08558322565005,threshold-control
near-inflection,3.4930896646937613,186.48862775388264,40.0,0.39982975912176777,285.1293293652069,136.14214761053077,421.27147697573764,threshold-control
near-inflection,3.4930896646937613,186.4980729023821,40.0,0.39981036437750217,285.2408954592824,136.21646925940456,421.457364718687,threshold-control
near-inflection,3.4930896646937613,186.50751805088152,40.0,0.39979096965955196,285.3524615533576,136.29078490153574,421.64324645489336,threshold-control
near-inflection,3.4930896646937613,186.51696319938094,40.0,0.3997715749679591,285.46402764743283,136.36509453732083,421.82912218475366,threshold-control
near-inflection,3.4930896646937613,186.52640834788036,40.0,0.3997521803027658,285.575593741508,136.43939816715618,422.0149919086642,threshold-control
near-inflection,3.4930896646937613,186.5358534963798,40.0,0.3997327856640145,285.6871598355832,136.51369579143807,422.20085562702127,threshold-control
near-inflection,3.4930896646937613,186.5452986448792,40.0,0.39971339105174686,285.79872592965836,136.58798741056273,422.38671334022115,threshold-control
near-inflection,3.4930896646937613,186.55474379337863,40.0,0.39969399646600523,285.9102920237336,136.66227302492646,422.57256504866,threshold-control
near-inflection,3.4930896646937613,186.56418894187806,40.0,0.399674601906832,286.0218581178088,136.73655263492546,422.7584107527342,threshold-control
near-inflection,3.4930896646937613,186.57363409037748,40.0,0.3996552073742692,286.13342421188395,136.8108262409559,422.94425045283987,threshold-control
near-inflection,3.4930896646937613,186.5830792388769,40.0,0.3996358128683589,286.24499030595916,136.88509384341393,423.13008414937303,threshold-control
near-inflection,3.4930896646937613,186.59252438737636,40.0,0.3996164183891434,286.35655640003466,136.95935544269597,423.31591184273066,threshold-control
near-inflection,3.4930896646937613,186.60196953587578,40.0,0.39959702393666485,286.4681224941099,137.0336110391976,423.50173353330746,threshold-control
near-inflection,3.4930896646937613,186.6114146843752,40.0,0.3995776295109653,286.57968858818504,137.10786063331517,423.68754922150026,threshold-control
near-inflection,3.4930896646937613,186.62085983287463,40.0,0.3995582351120871,286.69125468226025,137.18210422544476,423.873358907705,threshold-control
near-inflection,3.4930896646937613,186.63030498137405,40.0,0.3995388407400723,286.8028207763354,137.25634181598238,424.05916259231776,threshold-control
near-inflection,3.4930896646937613,186.63975012987348,40.0,0.39951944639496306,286.9143868704106,137.33057340532403,424.2449602757346,threshold-control
near-inflection,3.4930896646937613,186.6491952783729,40.0,0.3995000520768016,287.02595296448584,137.40479899386568,424.4307519583515,threshold-control
near-inflection,3.4930896646937613,186.65864042687232,40.0,0.39948065778563,287.137519058561,137.47901858200328,424.61653764056433,threshold-control
near-inflection,3.4930896646937613,186.66808557537175,40.0,0.3994612635214906,287.2490851526362,137.5532321701328,424.802317322769,threshold-control
near-inflection,3.4930896646937613,186.67753072387117,40.0,0.39944186928442527,287.36065124671137,137.62743975865007,424.98809100536147,threshold-control
near-inflection,3.4930896646937613,186.6869758723706,40.0,0.3994224750744765,287.4722173407866,137.701641347951,425.1738586887376,threshold-control
near-inflection,3.4930896646937613,186.69642102087005,40.0,0.3994030808916862,287.58378343486214,137.77583693843172,425.35962037329386,threshold-control
near-inflection,3.4930896646937613,186.70586616936947,40.0,0.3993836867360968,287.6953495289373,137.85002653048753,425.5453760594248,threshold-control
near-inflection,3.4930896646937613,186.7153113178689,40.0,0.3993642926077502,287.8069156230125,137.92421012451445,425.731125747527,threshold-control
near-inflection,3.4930896646937613,186.72475646636832,40.0,0.39934489850668875,287.91848171708773,137.99838772090828,425.91686943799596,threshold-control
near-inflection,3.4930896646937613,186.73420161486774,40.0,0.39932550443295456,288.0300478111629,138.07255932006478,426.10260713122767,threshold-control
near-inflection,3.4930896646937613,186.74364676336717,40.0,0.3993061103865897,288.1416139052381,138.14672492237963,426.28833882761774,threshold-control
near-inflection,3.4930896646937613,186.7530919118666,40.0,0.39928671636763646,288.25317999931326,138.22088452824852,426.4740645275618,threshold-control
near-inflection,3.4930896646937613,186.76253706036601,40.0,0.39926732237613693,288.3647460933885,138.29503813806713,426.6597842314556,threshold-control
near-inflection,3.4930896646937613,186.77198220886544,40.0,0.3992479284121333,288.4763121874637,138.36918575223112,426.8454979396948,threshold-control
near-inflection,3.4930896646937613,186.78142735736486,40.0,0.39922853447566764,288.58787828153885,138.44332737113606,427.0312056526749,threshold-control
near-inflection,3.4930896646937613,186.7908725058643,40.0,0.39920914056678236,288.69944437561406,138.51746299517754,427.2169073707916,threshold-control
