p,K,h,i_pk,K_over_ipk,regime,s1,s_switch,n_roots_D,tau_transversality,M_q1_arc_margin,G4b_min_relD,G1_reachable_frac,G1_gap,q1_arc_rel_len,J_star,J_fillbox,saving_pct
0.6866666666666666,0.02,0.21844660194174756,0.4514449007647612,0.04430219494365625,III_boundary_then_q1,0.9771449063040583,0.2463703266970228,1.0,0.681823139291788,0.00014946576464386954,0.01819735279845799,0.102,0.16047617261948224,0.002959120912406166,28.610396964356724,28.61506962554825,0.016329372084964874
0.6946464646464646,0.02,0.21593718191071687,0.45525151340542985,0.04393175950233196,III_boundary_then_q1,0.9771870081913041,0.24358306715376116,1.0,0.6749251808371335,0.0001450494054154499,0.017782712005686728,0.102,0.16097411899127112,0.002895591090174296,29.161974945425065,29.166623602615434,0.015938276756697903
0.7026262626262626,0.02,0.2134847613571018,0.458999836076761,0.04357300031073496,III_boundary_then_q1,0.9772278859487458,0.24085844408787999,1.0,0.6681647749305153,0.00014078942630403731,0.018026035133914754,0.098,0.15752423619477474,0.0028341785922691917,29.715387815636056,29.720012657811896,0.015561373506428429
0.7106060606060606,0.02,0.21108742004264391,0.4626912032764166,0.043225373334041514,III_boundary_then_q1,0.9772675922197867,0.23819436377984932,1.0,0.6615378394866682,0.0001366791040325524,0.01763672187300654,0.1,0.15799509899553343,0.0027747868900466766,30.270605057036956,30.275206273071728,0.015197967582021176
0.7185858585858586,0.02,0.20874332302502108,0.4663269110703012,0.04288836763483481,III_boundary_then_q1,0.9773061766708155,0.23558882496244637,1.0,0.6550404567443866,0.0001327120590636388,0.017887782587279886,0.098,0.15451844405177237,0.0027173250559899124,30.827596973082493,30.832174751601684,0.01484740715201675
0.7265656565656565,0.02,0.20645071597386347,0.46990821829223883,0.042561502909408314,III_boundary_then_q1,0.9773436861987908,0.23303991376734334,1.0,0.6486688656097206,0.00012888223512586187,0.01752348878535812,0.096,0.15496441019333274,0.0026617073690413835,31.386334657693407,31.39088918695099,0.014509080104286008
0.7345454545454545,0.02,0.20420792079207922,0.47343634771465687,0.04224432723964432,III_boundary_then_q1,0.9773801651216842,0.2305457989998288,1.0,0.6424194419173496,0.00012518388017122685,0.01715638855605775,0.094,0.15146309951610074,0.0026078529526012174,31.946789965824497,31.951321433589396,0.014182411122862329
0.7425252525252525,0.02,0.20201333151952117,0.47691248718930446,0.04193641503889004,III_boundary_then_q1,0.977415655353419,0.22810472771709633,1.0,0.6362887038673533,0.00012161152857821685,0.017437234967859667,0.096,0.1518861240102281,0.002555685442102479,32.50893548545027,32.51344407890228,0.013866859017050166
0.7505050505050505,0.02,0.19986541049798118,0.48033779075734423,0.04163736517267605,III_boundary_then_q1,0.9774501965647548,0.22571502108754998,1.0,0.6302733008973102,0.00011815998456063551,0.017095033271798118,0.096,0.1522985209761759,0.0025051326793861795,33.07274451088467,33.077230416519065,0.013561914277310102
0.7584848484848484,0.02,0.19776268477826608,0.48371337972842854,0.041346799237243784,III_boundary_then_q1,0.9774838263314161,0.22337507051049216,1.0,0.6243700112034859,0.00011482430668705353,0.017371927003157685,0.092,0.14876388957006126,0.002456126431398294,33.6381910173562,33.64265442089637,0.013267096835852057
0.7664646464646464,0.02,0.19570374275171323,0.48704034372859306,0.04106435998071066,III_boundary_then_q1,0.9775165802706351,0.22108333397729962,1.0,0.6185757277770513,0.00011159979338673313,0.017054119979135456,0.092,0.1491558973827017,0.002408602130992392,34.205249636765814,34.209690723083554,0.01298195401323442
0.7744444444444444,0.02,0.19368723098995697,0.490319741716987,0.04078970985333896,III_boundary_then_q1,0.9775484921671476,0.218838332656705,1.0,0.6128874532291564,0.00010848196942393946,0.016734109139488383,0.09,0.14560098747142858,0.0023624986378428295,34.77389563455946,34.778314587602175,0.012706058631982663
0.7824242424242424,0.02,0.19171185127807902,0.49355260297162046,0.040522529674815656,III_boundary_then_q1,0.9775795940895837,0.21663864768823748,1.0,0.6073023084622058,0.00010546657323264773,0.03405752427545738,0.092,0.1459741042625806,0.0023177580176794344,35.34410488765331,35.348501890377435,0.01243900728172797
0.7904040404040403,0.02,0.18977635782747604,0.49673992804443345,0.04026251740772285,III_boundary_then_q1,0.9776099164980958,0.2144829171691735,1.0,0.6018175176286383,0.00010254954505585474,0.032533542707094125,0.09,0.14633844240930816,0.0022743253382347967,35.91585386335043,35.92022909766137,0.012180418724630665
0.7983838383838383,0.02,0.18787955465587045,0.4998826896861029,0.04000938702750206,III_boundary_then_q1,0.9776394883439845,0.21236983332147213,1.0,0.5964303961868774,9.972701584941273e-05,0.03402600921641305,0.09,0.14275595452400247,0.0022321484804500437,36.489119599197146,36.4934732458942,0.011929932423039202
0.8063636363636364,0.02,0.18602029312288612,0.5029818337410856,0.039762867480210386,III_boundary_then_q1,0.977668337162009,0.21029813982630385,1.0,0.591138359083442,9.699529687004123e-05,0.032415198726010945,0.09,0.1431033746456664,0.0021911779636330517,37.063879683724295,37.06821192245139,0.01168720718484622
0.8143434343434344,0.02,0.18419746961051847,0.5060382800134691,0.039522701720248646,III_boundary_then_q1,0.9776964891559987,0.20826662931468048,1.0,0.5859389151522445,9.435086991933938e-05,0.0338548711976472,0.09,0.1434429199815901,0.002151366783385635,37.64011223802907,37.64442324722937,0.011451919908529255
0.8223232323232323,0.02,0.18241002333865616,0.5090529231042551,0.03928864582102391,III_boundary_then_q1,0.9777239692783315,0.20627414100363073,1.0,0.580829655231757,9.179037819098906e-05,0.032162456217187024,0.086,0.13983566469528053,0.002112670261226052,38.21779589814866,38.222085855024844,0.011223764428914361
