valid,R0,beta,gamma,c0,q0,N,eta,eta_frac,eta_percent,S0,I0,a,rho1,S_star,S_c,S_bar,t1,t2,Delta_t,S_end,t_end,q_max,q_mean,J_q,J,I_pre,I_wall,I_post,I_t_cum,Imax_pre,platform_error,q_t2_error,cum_decomp_error
1,4.46491345605023,0.155,0.3504,10.25,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,155.355911451293,752.581852847328,170.887970732353,142.196786152636,1.68575665539559,31.5150258924998,29.8292692371042,125.701666539071,64.0627847383162,0.776396122677814,0.390383146857142,11.3630494797322,12.0533864785537,8.69481174012094,157.551388278973,41.7158918653101,207.962091884404,306.138167537913,NaN,2.74086309204336e-16,0
1,4.57381378424658,0.155,0.3504,10.5,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,151.656961178644,752.646865404261,166.81920952444,138.811148387097,1.6342469633451,31.0364847155541,29.402237752209,122.22928286002,63.220435075381,0.781738879230086,0.394126860716072,11.3121570315078,12.1071563581624,8.63479229743143,157.227394418497,41.1653175054669,207.027504221396,311.712259005016,NaN,2.74086309204336e-16,0
1,4.68271411244292,0.155,0.3504,10.75,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,148.130055104722,752.708017153669,162.939693023871,135.582982145536,1.58579254814275,30.5728603082745,28.9870677601317,118.925179711377,62.4058036073339,0.786832038915869,0.397742261018593,11.2588492568539,12.1532289720111,8.57833714334815,156.900266111798,40.6340972254432,206.112700480589,317.111088169162,NaN,5.20417042793042e-17,0
1,4.79161444063927,0.155,0.3504,11,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,144.763462943251,752.765642208358,159.23651818242,132.501550733138,1.54012934290967,30.1235201653717,28.5833908224621,115.77765247216,61.6175259060397,0.791692712681547,0.40123682545855,11.2034917343613,12.1922478625725,8.52513782569982,156.571222760668,40.1211246399697,205.217485226338,322.342830027938,NaN,5.20417042793042e-17,0
1,4.90051476883562,0.155,0.3504,11.25,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,141.546497100067,752.820037197772,155.697928889477,129.557071827957,1.49702286624932,29.6878586885698,28.1908358223205,112.776049705356,60.8543217132607,0.796336480275771,0.404617424614921,11.1464053796137,12.2247988680297,8.47492049686695,156.241294130585,39.6253799169288,204.34159454438,327.415181775355,NaN,5.20417042793042e-17,0
1,5.00941509703196,0.155,0.3504,11.5,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,138.469399337022,752.871466382643,152.313191304923,126.740613744741,1.45626419091122,29.2652971538009,27.8090329628896,109.910657714226,60.1149892741277,0.800777558052148,0.407890384629762,11.0878722387646,12.2514158280022,8.42744119195136,155.911349500166,39.1459212623032,203.484711954421,332.335393330064,NaN,2.74086309204336e-16,0
1,5.11831542522831,0.155,0.3504,11.75,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,135.52324190432,752.920165954166,149.072485106946,124.044004941661,1.41766655427229,28.8552833364626,27.4376167821903,107.172599928251,59.3983999916065,0.805028945136329,0.411061542081184,11.0281404567942,12.2725856824726,8.38248185978591,155.582121994972,38.6818774070754,202.646481261834,337.110296219754,NaN,5.20417042793042e-17,0
1,5.22721575342466,0.155,0.3504,12,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,132.699841031313,752.966347665509,145.966808333885,121.45975483871,1.38106249448272,28.457290892859,27.0762283983763,104.553748945557,58.7034934098235,0.809102551150715,0.414136292184,10.9674285495374,12.2887530299728,8.33984701033484,155.254228972362,38.2324409596654,201.826516942363,341.746330782662,NaN,2.74086309204336e-16,0
1,5.336116081621,0.155,0.3504,12.25,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,129.991681010266,753.010201913593,142.987893878091,118.980984331797,1.34630141954609,28.0708185723106,26.7245171527645,102.046649414857,58.0292725243438,0.813009308161181,0.417119631263687,10.9059290865711,12.3003242044811,8.29936086959898,154.928189154475,37.796862508473,201.024412532548,346.24957169295,NaN,5.20417042793042e-17,0
1,5.44501640981735,0.155,0.3504,12.5,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,127.391847390061,753.051900365888,140.128136000529,116.601364645161,1.31324753484094,27.6953893163661,26.3821417815251,99.6444502317782,57.3747994109959,0.816759269078113,0.420016194296862,10.8438118740889,12.3076709242501,8.26086495456587,154.604437072647,37.3744453765153,200.239747403729,350.62575184799,NaN,5.20417042793042e-17,0
