eta,eta_fraction,c0,t1,t2,control_duration,clear_time,peak_I,cum_total_infections,q_start,q_mean_control,q_min_theory,q_max_theory,J_c,J_q,J,raw_c_cost,raw_q_cost,w_c,w_q,plateau_max_error,q_was_clipped,status,S_star,Sc,Sbar,S_end,C2,clear_time_method
253.76280135386727,1.9278492847669018e-05,8.25,22.977330809109116,10530.755121383816,10507.777790574706,11633.12374367626,253.76280135386727,1980406.2878594254,0.7610253461753825,0.5566683709151639,0.323,0.7610253461753825,0.0,3626.787767004626,3265.867166450686,0.0,2455.3353182621318,1.0,2.0,0.0,0.0,ok,13161358.688578973,4645836.24293173,2674075.5122223576,4547400.291963048,-15931765.151027203,phase_formula
285.08965271781034,2.1658410143417938e-05,8.25,23.192387908367767,9376.223180512527,9353.030792604159,10434.178129205566,285.08965271781034,1982514.04963469,0.7610216669564347,0.5566475697047726,0.323,0.7610216669564347,0.0,3227.9363575566686,2906.579770458868,0.0,2185.312914065865,1.0,2.0,0.0,0.0,ok,13161156.061338045,4645836.24293173,2674075.5122223576,4541523.264935128,-15931733.824175838,phase_formula
320.28378333286037,2.4332126668150144e-05,8.25,23.40744248742258,8348.57969594854,8325.172253461116,9363.651275532438,320.28378333286037,1984747.8449985716,0.761017533368323,0.5566482380740131,0.323,0.761017533368323,0.0,2873.208018735378,2587.154896418325,0.0,1945.1618286838514,1.0,2.0,0.0,0.0,ok,13160928.417866964,4645836.24293173,2674075.5122223576,4535300.849730427,-15931698.630045224,phase_formula
359.8226062857106,2.733591174395735e-05,8.25,23.62255396456001,7433.881688617943,7410.259134653383,8407.570146166085,359.8226062857106,1987115.2755112275,0.7610128892743682,0.5566496889455568,0.323,0.7610128892743682,0.0,2557.4663837780404,2302.8396851716448,0.0,1731.4047418177333,1.0,2.0,0.0,0.0,ok,13160672.669396177,4645836.24293173,2674075.5122223576,4528712.952931021,-15931659.091222271,phase_formula
404.24247099543345,3.071051211695156e-05,8.25,23.83759338686998,6619.718110801434,6595.880517414564,7553.492057341175,404.24247099543345,1989624.399694913,0.7610076715960241,0.5566521012554614,0.323,0.7610076715960241,0.0,2276.427389252397,2049.776086733164,0.0,1541.1413425238727,1.0,2.0,0.0,0.0,ok,13160385.34570994,4645836.24293173,2674075.5122223576,4521738.364687232,-15931614.67135756,phase_formula
454.1459388650521,3.4501704692323335e-05,8.25,24.0526932105088,5895.041940142345,5870.9892469318365,6790.337063292884,454.1459388650521,1992283.7608827455,0.7610018094528053,0.5566183926982334,0.323,0.7610018094528053,0.0,2025.9543152390363,1824.1115170637556,0.0,1371.5710714168276,1.0,2.0,0.0,0.0,ok,13160062.548020404,4645836.24293173,2674075.5122223576,4514354.701771822,-15931564.767889692,phase_formula
510.20995710752294,3.876091750418012e-05,8.25,24.26779030658819,5250.019866520683,5225.752076214095,6108.23790145645,510.20995710752294,1995102.4168248698,0.7609952231952227,0.5566188150738915,0.323,0.7609952231952227,0.0,1803.2998639808939,1623.6264003896235,0.0,1220.8340079150653,1.0,2.0,0.0,0.0,ok,13159699.896014439,4645836.24293173,2674075.5122223576,4506538.348485682,-15931508.70387145,phase_formula
520.0,3.950467218719137e-05,8.25,24.302909384452224,5151.651191189906,5127.348281805454,6003.946003922647,520.0,1995578.4270407823,0.7609940730386168,0.5566189876887758,0.323,0.7609940730386168,0.0,1769.3440400637724,1593.0517961577787,0.0,1197.845915123174,1.0,2.0,0.0,0.0,ok,13159636.568230227,4645836.24293173,2674075.5122223576,4505219.308615648,-15931498.913828555,phase_formula
573.1950416251822,4.354592734370449e-05,8.25,24.48288024624613,4675.899157028112,4651.416276781866,5498.407088055662,573.1950416251822,1998089.9710916034,0.7609878233173086,0.5566204018054492,0.323,0.7609878233173086,0.0,1605.1192607772325,1445.1813178398186,0.0,1086.6657395461866,1.0,2.0,0.0,0.0,ok,13159292.468351264,4645836.24293173,2674075.5122223576,4498264.395436788,-15931445.71878693,phase_formula
643.9555935096224,4.892164350904979e-05,8.25,24.698033377412223,4164.888940112848,4140.190906735436,4953.018411582368,643.9555935096224,2001256.6064294055,0.7609795092335925,0.5566234376046947,0.323,0.7609795092335925,0.0,1428.7232377713892,1286.354445162125,0.0,967.2456319712305,1.0,2.0,0.0,0.0,ok,13158834.735799229,4645836.24293173,2674075.5122223576,4489506.576233094,-15931374.958235046,phase_formula
723.4514891067264,5.4960988308647454e-05,8.25,24.913126459587456,3710.054252045937,3685.1411255863495,4465.101162403408,723.4514891067264,2004613.120232659,0.7609701679034553,0.5566282491438942,0.323,0.7609701679034553,0.0,1271.7179749171319,1144.9900002713794,0.0,860.9530690188985,1.0,2.0,0.0,0.0,ok,13158320.486099055,4645836.24293173,2674075.5122223576,4480237.202149421,-15931295.46233945,phase_formula
812.7611008676171,6.174588626206921e-05,8.25,25.128277122574996,3305.222399341644,3280.094122219069,4028.4466616276914,812.7611008676171,2008170.9621410079,0.7609596722835871,0.5565684757613707,0.323,0.7609596722835871,0.0,1131.6493123789348,1018.7506866883855,0.0,766.126584480539,1.0,2.0,0.0,0.0,ok,13157742.739526978,4645836.24293173,2674075.5122223576,4470427.09486043,-15931206.15272769,phase_formula
913.0959256151148,6.93683754170869e-05,8.25,25.343443706420995,2944.8988235893526,2919.5553798829314,3637.5242706256995,913.0959256151148,2011942.2741024238,0.760947879586784,0.5565698567476406,0.323,0.760947879586784,0.0,1007.2675507327319,906.765501583038,0.0,681.9201318460596,1.0,2.0,0.0,0.0,ok,13157093.654003404,4645836.24293173,2674075.5122223576,4460045.517358916,-15931105.817902941,phase_formula
1025.8170186601064,7.793185585809515e-05,8.25,25.55859862570566,2624.1927409634786,2598.634142337773,3287.4071636844906,1025.8170186601064,2015939.9328886925,0.7609346293224872,0.556573398704891,0.323,0.7609346293224872,0.0,896.5610171586459,807.0956005762955,0.0,606.9718086164033,1.0,2.0,0.0,0.0,ok,13156364.418448295,4645836.24293173,2674075.5122223576,4449060.103214824,-15930993.096809896,phase_formula
