R0,beta,gamma,c0,q0,eta,S_star,S_q,t1,t2,Delta_t,c_min,c_min_ratio,u_max,c_avg,J_c,Imax_pre,feasible
2.5,0.025,0.1,10,0,0.05,0.90516485980432,0.4,27.4785764737566,128.511548434621,101.032971960864,4.41908449789437,0.441908449789437,0.558091550210563,6.46642401728253,35.7007683183477,0.228503841591739,1
2.5,0.025,0.1,10,0.01,0.05,0.868122275605524,0.404040404040404,28.4252260204067,94.5318523296827,66.106626309276,4.65418772670684,0.465418772670684,0.534581227329316,6.65867960686055,22.0883418608833,0.160441709304417,1
2.5,0.025,0.1,10,0.02,0.05,0.828127347004139,0.408163265306122,29.4862562599608,75.7294922222143,46.2432359622535,4.92874998975348,0.492874998975348,0.507125001024652,6.87619241250135,14.4454971369378,0.122227485684689,1
2.5,0.025,0.1,10,0.03,0.05,0.784373177713319,0.412371134020619,30.6974923519607,63.9548179171146,33.2573255651539,5.25733344455764,0.525733344455764,0.474266655544236,7.12734300201495,9.55368890190065,0.0977684445095032,1
2.5,0.025,0.1,10,0.04,0.05,0.735543825436185,0.416666666666667,32.118228140677,56.0340150483908,23.9157869077139,5.66474290528616,0.566474290528616,0.433525709471384,7.42610394679212,6.15567495311254,0.0807783747655627,1
2.5,0.025,0.1,10,0.05,0.05,0.679184148967737,0.421052631578947,33.8608153345925,50.4862350986162,16.6254197640237,6.19938837234183,0.619938837234183,0.380061162765817,7.79911623131124,3.65906165062772,0.0682953082531386,1
2.5,0.025,0.1,10,0.08,0.05,NaN,0.434782608695652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0450913798949901,0
2.5,0.025,0.1,10,0.1,0.05,NaN,0.444444444444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0358261322152794,0
2.5,0.025,0.1,10,0.15,0.05,NaN,0.470588235294118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022023563998664,0
