eta,eta_fraction,c0,t1,t2,control_duration,clear_time,peak_I,cum_total_infections,q_start,q_mean_control,q_min_theory,q_max_theory,J_q,J_total,w_c,w_q,C2,C2_daily,plateau_max_error,q_was_clipped,status,S_star,Sc,Sbar,strategy
126.21384285801246,9.588531706906667e-06,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,2.0,49.35392945978424,1.0901532158423708,,,fixed_reference,,,,TDINN控制
126.21384285801246,9.588531706906667e-06,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,2.0,0.0,0.0,,,routine,,,,常规控制
126.21384285801246,9.588531706906667e-06,12.8872,11.608170784652245,17856.844923638855,17845.2367528542,18979.999660454327,126.21384285801246,2111489.999108647,0.8470267196331268,0.6171708634946608,0.323,0.8470267196331268,5249.548704853775,7754.133980581648,1.0,5.0,21559.78342823378,1.2081533984011428,0.0,0.0,ok,13162317.620532114,2974125.4115856644,1711863.1646776996,情景一阈值控制
126.21384285801246,9.588531706906667e-06,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,5.0,106.82561583051039,2.3596153316802524,,,fixed_reference,,,,TDINN控制
126.21384285801246,9.588531706906667e-06,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,5.0,0.0,0.0,,,routine,,,,常规控制
126.21384285801246,9.588531706906667e-06,12.8872,11.608170784652245,17856.844923638855,17845.2367528542,18979.999660454327,126.21384285801246,2111489.999108647,0.8470267196331268,0.6171708634946608,0.323,0.8470267196331268,5249.548704853775,7754.133980581648,1.0,10.0,43119.56685646756,2.4163067968022856,0.0,0.0,ok,13162317.620532114,2974125.4115856644,1711863.1646776996,情景一阈值控制
126.21384285801246,9.588531706906667e-06,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,10.0,202.61175978172065,4.475385524743389,,,fixed_reference,,,,TDINN控制
126.21384285801246,9.588531706906667e-06,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,10.0,0.0,0.0,,,routine,,,,常规控制
141.79485896514254,1.077222965624421e-05,12.8872,11.723304432643697,15895.997313306301,15884.274008873657,16975.898955338038,141.79485896514254,2112680.0121945296,0.8470257405777761,0.6171712855408708,0.323,0.8470257405777761,4672.697305073805,6902.063966135605,1.0,1.0,3838.1305721583344,0.24163084633356144,0.0,0.0,ok,13162233.37997072,2974125.4115856644,1711863.1646776996,情景一阈值控制
141.79485896514254,1.077222965624421e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,1.0,30.19670066954218,0.6669991772297433,,,fixed_reference,,,,TDINN控制
141.79485896514254,1.077222965624421e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,1.0,0.0,0.0,,,routine,,,,常规控制
141.79485896514254,1.077222965624421e-05,12.8872,11.723304432643697,15895.997313306301,15884.274008873657,16975.898955338038,141.79485896514254,2112680.0121945296,0.8470257405777761,0.6171712855408708,0.323,0.8470257405777761,4672.697305073805,6902.063966135605,1.0,2.0,7676.261144316669,0.4832616926671229,0.0,0.0,ok,13162233.37997072,2974125.4115856644,1711863.1646776996,情景一阈值控制
141.79485896514254,1.077222965624421e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,2.0,49.35392945978424,1.0901532158423708,,,fixed_reference,,,,TDINN控制
141.79485896514254,1.077222965624421e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,2.0,0.0,0.0,,,routine,,,,常规控制
141.79485896514254,1.077222965624421e-05,12.8872,11.723304432643697,15895.997313306301,15884.274008873657,16975.898955338038,141.79485896514254,2112680.0121945296,0.8470257405777761,0.6171712855408708,0.323,0.8470257405777761,4672.697305073805,6902.063966135605,1.0,5.0,19190.652860791673,1.208154231667807,0.0,0.0,ok,13162233.37997072,2974125.4115856644,1711863.1646776996,情景一阈值控制
141.79485896514254,1.077222965624421e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,5.0,106.82561583051039,2.3596153316802524,,,fixed_reference,,,,TDINN控制
141.79485896514254,1.077222965624421e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,5.0,0.0,0.0,,,routine,,,,常规控制
141.79485896514254,1.077222965624421e-05,12.8872,11.723304432643697,15895.997313306301,15884.274008873657,16975.898955338038,141.79485896514254,2112680.0121945296,0.8470257405777761,0.6171712855408708,0.323,0.8470257405777761,4672.697305073805,6902.063966135605,1.0,10.0,38381.30572158335,2.416308463335614,0.0,0.0,ok,13162233.37997072,2974125.4115856644,1711863.1646776996,情景一阈值控制
141.79485896514254,1.077222965624421e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,10.0,202.61175978172065,4.475385524743389,,,fixed_reference,,,,TDINN控制
141.79485896514254,1.077222965624421e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,10.0,0.0,0.0,,,routine,,,,常规控制
159.29934128987077,1.210205434094589e-05,12.8872,11.83830985685224,14150.628416852072,14138.79010699522,15188.602578804235,159.29934128987077,2113940.817416298,0.8470246406415544,0.6171719917507789,0.323,0.8470246406415544,4159.236046720991,6143.627838583443,1.0,1.0,3416.3742182604383,0.24163129888816823,0.0,0.0,ok,13162138.739779545,2974125.4115856644,1711863.1646776996,情景一阈值控制
159.29934128987077,1.210205434094589e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,1.0,30.19670066954218,0.6669991772297433,,,fixed_reference,,,,TDINN控制
159.29934128987077,1.210205434094589e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,1.0,0.0,0.0,,,routine,,,,常规控制
159.29934128987077,1.210205434094589e-05,12.8872,11.83830985685224,14150.628416852072,14138.79010699522,15188.602578804235,159.29934128987077,2113940.817416298,0.8470246406415544,0.6171719917507789,0.323,0.8470246406415544,4159.236046720991,6143.627838583443,1.0,2.0,6832.748436520877,0.48326259777633646,0.0,0.0,ok,13162138.739779545,2974125.4115856644,1711863.1646776996,情景一阈值控制
159.29934128987077,1.210205434094589e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,2.0,49.35392945978424,1.0901532158423708,,,fixed_reference,,,,TDINN控制
159.29934128987077,1.210205434094589e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,2.0,0.0,0.0,,,routine,,,,常规控制
159.29934128987077,1.210205434094589e-05,12.8872,11.83830985685224,14150.628416852072,14138.79010699522,15188.602578804235,159.29934128987077,2113940.817416298,0.8470246406415544,0.6171719917507789,0.323,0.8470246406415544,4159.236046720991,6143.627838583443,1.0,5.0,17081.871091302193,1.2081564944408414,0.0,0.0,ok,13162138.739779545,2974125.4115856644,1711863.1646776996,情景一阈值控制
159.29934128987077,1.210205434094589e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,5.0,106.82561583051039,2.3596153316802524,,,fixed_reference,,,,TDINN控制
159.29934128987077,1.210205434094589e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,5.0,0.0,0.0,,,routine,,,,常规控制
159.29934128987077,1.210205434094589e-05,12.8872,11.83830985685224,14150.628416852072,14138.79010699522,15188.602578804235,159.29934128987077,2113940.817416298,0.8470246406415544,0.6171719917507789,0.323,0.8470246406415544,4159.236046720991,6143.627838583443,1.0,10.0,34163.74218260439,2.4163129888816828,0.0,0.0,ok,13162138.739779545,2974125.4115856644,1711863.1646776996,情景一阈值控制
159.29934128987077,1.210205434094589e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,10.0,202.61175978172065,4.475385524743389,,,fixed_reference,,,,TDINN控制
159.29934128987077,1.210205434094589e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,10.0,0.0,0.0,,,routine,,,,常规控制
178.96474047500539,1.3596045010636282e-05,12.8872,11.953415507809924,12597.06074025404,12585.107324746232,13594.423110935886,178.96474047500539,2115276.687374873,0.847023404897306,0.6171730503150267,0.323,0.847023404897306,3702.1994102625836,5468.536795070286,1.0,1.0,3040.966043670323,0.2416321104938723,0.0,0.0,ok,13162032.416081902,2974125.4115856644,1711863.1646776996,情景一阈值控制
178.96474047500539,1.3596045010636282e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,1.0,30.19670066954218,0.6669991772297433,,,fixed_reference,,,,TDINN控制
178.96474047500539,1.3596045010636282e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,1.0,0.0,0.0,,,routine,,,,常规控制
178.96474047500539,1.3596045010636282e-05,12.8872,11.953415507809924,12597.06074025404,12585.107324746232,13594.423110935886,178.96474047500539,2115276.687374873,0.847023404897306,0.6171730503150267,0.323,0.847023404897306,3702.1994102625836,5468.536795070286,1.0,2.0,6081.932087340646,0.4832642209877446,0.0,0.0,ok,13162032.416081902,2974125.4115856644,1711863.1646776996,情景一阈值控制
178.96474047500539,1.3596045010636282e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,2.0,49.35392945978424,1.0901532158423708,,,fixed_reference,,,,TDINN控制
178.96474047500539,1.3596045010636282e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,2.0,0.0,0.0,,,routine,,,,常规控制
178.96474047500539,1.3596045010636282e-05,12.8872,11.953415507809924,12597.06074025404,12585.107324746232,13594.423110935886,178.96474047500539,2115276.687374873,0.847023404897306,0.6171730503150267,0.323,0.847023404897306,3702.1994102625836,5468.536795070286,1.0,5.0,15204.830218351615,1.2081605524693615,0.0,0.0,ok,13162032.416081902,2974125.4115856644,1711863.1646776996,情景一阈值控制
178.96474047500539,1.3596045010636282e-05,12.8872,,,,45.27247064225558,151.90363476994975,2096.75783869108,,,,,,,1.0,5.0,106.82561583051039,2.3596153316802524,,,fixed_reference,,,,TDINN控制
178.96474047500539,1.3596045010636282e-05,12.8872,,,,75.57641977089962,1377549.706167043,,,,,,,,1.0,5.0,0.0,0.0,,,routine,,,,常规控制
