valid,R0,beta,gamma,c0,q0,N,eta,eta_frac,eta_percent,S0,I0,a,rho1,S_star,S_c,S_bar,t1,t2,Delta_t,S_end,t_end,q_max,q_mean,J_q,J,I_pre,I_wall,I_post,I_t_cum,Imax_pre,q_t2_error
1,4.35601312785388,0.155,0.3504,10,0.01526,763,10.5294,0.0138,1.38,762,1,0.909109697923758,159.239809237576,748.352247204524,175.160170000662,145.751705806452,2.02044322640948,23.9042982587313,21.8838550323218,121.339450974697,55.2743093892315,0.769510646288858,0.385628919634758,8.23070023129426,8.63068633867747,12.5995739192408,157.070512767048,49.6871637343202,219.357250420609,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,10.682,0.014,1.4,762,1,0.909109697923758,159.239809237576,748.133086055437,175.160170000662,145.751705806452,2.03299417669707,23.601624434229,21.5686302575319,120.962921675944,54.8979755631659,0.76944312580012,0.385582679224108,8.11112876918109,8.50434247295971,12.801902986856,157.028324935673,50.0347747149325,219.865002637462,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,10.8346,0.0142,1.42,762,1,0.909109697923758,159.239809237576,747.913905277788,175.160170000662,145.751705806452,2.04537182712254,23.3076557192592,21.2622838921366,120.590142680892,54.5311401668101,0.769375559687733,0.385536414834981,7.99492480328199,8.38155676492936,13.0042501755137,156.98613033506,50.3789234238147,220.369303934388,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,10.9872,0.0144,1.44,762,1,0.909109697923758,159.239809237576,747.694704854793,175.160170000662,145.751705806452,2.05758102946658,23.0220270307675,20.9644460013009,120.221026325001,54.1734298414073,0.769307947901076,0.385490126443683,7.88194802067896,8.26218095750697,13.2066155007106,156.943928958994,50.7196907926657,220.87023525237,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,11.1398,0.0146,1.46,762,1,0.909109697923758,159.239809237576,747.475484769641,175.160170000662,145.751705806452,2.06962643473889,22.7443933553291,20.6747669205902,119.85548828451,53.8244909524705,0.769240290389445,0.385443814026482,7.7720657968323,8.14607491728816,13.4089989779641,156.901720801253,51.0571546689891,221.367874448206,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,11.2924,0.0148,1.48,762,1,0.909109697923758,159.239809237576,747.256245005503,175.160170000662,145.751705806452,2.0815125041054,22.4744283904538,20.3929158863484,119.493447400992,53.4839882911132,0.769172587102057,0.385397477559614,7.66515267609561,8.03310608564668,13.6114006228128,156.859505855606,51.3913899780564,221.862296456475,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,11.445,0.015,1.5,762,1,0.909109697923758,159.239809237576,747.036985545524,175.160170000662,145.751705806452,2.09324351908195,22.2118232947283,20.1185797756463,119.134825517596,53.1516038772357,0.769104837988051,0.385351117019276,7.56108989378959,7.92314897374917,13.8138204508168,156.817284115813,51.7224688740931,222.353573440723,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,11.5976,0.0152,1.52,762,1,0.909109697923758,159.239809237576,746.817706372827,175.160170000662,145.751705806452,2.10482359105297,21.9562855367601,19.8514619457071,118.779547326003,52.8270358553232,0.769037042996484,0.385304732381632,7.45976493600681,7.8160846974372,14.0162584775569,156.775055575625,52.0504608815648,222.841774934746,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,11.7502,0.0154,1.54,762,1,0.909109697923758,159.239809237576,746.59840747051,175.160170000662,145.751705806452,2.11625667016783,21.7075378339348,19.591281163767,118.427540223285,52.5099974745704,0.768969202076332,0.38525832362281,7.36107113371745,7.71180054835232,14.2187147186357,156.732820228783,52.3754330273287,223.326967974747,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,11.9028,0.0156,1.56,762,1,0.909109697923758,159.239809237576,746.379088821652,175.160170000662,145.751705806452,2.12754655366334,21.4653171729168,19.3377706192534,118.078734177863,52.2002161459018,0.768901315176493,0.385211890718902,7.26490728809761,7.61018959805139,14.4211891896766,156.69057806902,52.6974499643753,223.809217223072,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,12.0554,0.0158,1.58,762,1,0.909109697923758,159.239809237576,746.159750409305,175.160170000662,145.751705806452,2.1386968936559,21.2293739046445,19.0906770109886,117.733061603899,51.8974325691616,0.768833382245781,0.385165433645966,7.17117732431383,7.51115033218919,14.6236819063241,156.64832909006,53.0165740877956,224.28858508418,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,12.208,0.016,1.6,762,1,0.909109697923758,159.239809237576,745.940392216501,175.160170000662,145.751705806452,2.1497112044438,20.9994709072958,18.849759702852,117.390457243453,51.601399924458,0.768765403232931,0.385118952380022,7.07978997127362,7.41458631213728,14.8261928842448,156.606073285618,53.3328656435692,224.765131813432,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,12.3606,0.0162,1.62,762,1,0.909109697923758,159.239809237576,745.721014226246,175.160170000662,145.751705806452,2.16059286935568,20.7753828113424,18.6147899419867,117.050858055845,51.3118831221949,0.768697378086599,0.385072446897056,6.99065846509823,7.32040586166816,15.028722139126,156.563810649399,53.6463828307059,225.238915619231,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,12.5132,0.0164,1.64,762,1,0.909109697923758,159.239809237576,745.501616421525,175.160170000662,145.751705806452,2.17134514717895,20.5568952813895,18.3855501342106,116.714203113688,51.0286581068656,0.768629306755355,0.385025917173019,6.9037002742926,7.22852177656499,15.2312696866768,156.5215411751,53.9571818972304,225.709992759007,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,12.6658,0.0166,1.66,762,1,0.909109697923758,159.239809237576,745.282198785298,175.160170000662,145.751705806452,2.18197117819853,20.3438043500049,18.1618331718064,116.380433505097,50.7515112101441,0.768561189187692,0.384979363183822,6.81883684478245,7.13885105522329,15.4338355426273,156.479264856408,54.2653172304576,226.178417629493,300.380128899381,2.74086309204336e-16
