p,K,regime_code,regime
0.65,0.17076923076923076,2,capacity-q1
0.6722222222222223,0.17076923076923076,2,capacity-q1
0.6944444444444444,0.17076923076923076,2,capacity-q1
0.7166666666666667,0.17076923076923076,2,capacity-q1
0.7388888888888889,0.17076923076923076,2,capacity-q1
0.7611111111111112,0.17076923076923076,2,capacity-q1
0.7833333333333333,0.17076923076923076,2,capacity-q1
0.8055555555555556,0.17076923076923076,2,capacity-q1
0.8277777777777778,0.17076923076923076,2,capacity-q1
0.85,0.17076923076923076,2,capacity-q1
0.25,0.18,0,safe
0.2722222222222222,0.18,0,safe
0.29444444444444445,0.18,0,safe
0.31666666666666665,0.18,0,safe
0.3388888888888889,0.18,1,direct-q1
0.3611111111111111,0.18,1,direct-q1
0.3833333333333333,0.18,1,direct-q1
0.40555555555555556,0.18,1,direct-q1
0.4277777777777778,0.18,2,capacity-q1
0.45,0.18,2,capacity-q1
0.4722222222222222,0.18,2,capacity-q1
0.49444444444444446,0.18,2,capacity-q1
0.5166666666666666,0.18,2,capacity-q1
0.538888888888889,0.18,2,capacity-q1
0.5611111111111111,0.18,2,capacity-q1
0.5833333333333334,0.18,2,capacity-q1
0.6055555555555556,0.18,2,capacity-q1
0.6277777777777778,0.18,2,capacity-q1
0.65,0.18,2,capacity-q1
0.6722222222222223,0.18,2,capacity-q1
0.6944444444444444,0.18,2,capacity-q1
0.7166666666666667,0.18,2,capacity-q1
0.7388888888888889,0.18,2,capacity-q1
0.7611111111111112,0.18,2,capacity-q1
0.7833333333333333,0.18,2,capacity-q1
0.8055555555555556,0.18,2,capacity-q1
0.8277777777777778,0.18,2,capacity-q1
0.85,0.18,2,capacity-q1
0.25,0.1892307692307692,0,safe
0.2722222222222222,0.1892307692307692,0,safe
0.29444444444444445,0.1892307692307692,0,safe
0.31666666666666665,0.1892307692307692,0,safe
0.3388888888888889,0.1892307692307692,1,direct-q1
0.3611111111111111,0.1892307692307692,1,direct-q1
0.3833333333333333,0.1892307692307692,1,direct-q1
0.40555555555555556,0.1892307692307692,1,direct-q1
0.4277777777777778,0.1892307692307692,1,direct-q1
0.45,0.1892307692307692,2,capacity-q1
0.4722222222222222,0.1892307692307692,2,capacity-q1
0.49444444444444446,0.1892307692307692,2,capacity-q1
0.5166666666666666,0.1892307692307692,2,capacity-q1
0.538888888888889,0.1892307692307692,2,capacity-q1
0.5611111111111111,0.1892307692307692,2,capacity-q1
0.5833333333333334,0.1892307692307692,2,capacity-q1
0.6055555555555556,0.1892307692307692,2,capacity-q1
0.6277777777777778,0.1892307692307692,2,capacity-q1
0.65,0.1892307692307692,2,capacity-q1
0.6722222222222223,0.1892307692307692,2,capacity-q1
0.6944444444444444,0.1892307692307692,2,capacity-q1
0.7166666666666667,0.1892307692307692,2,capacity-q1
0.7388888888888889,0.1892307692307692,2,capacity-q1
0.7611111111111112,0.1892307692307692,2,capacity-q1
0.7833333333333333,0.1892307692307692,2,capacity-q1
0.8055555555555556,0.1892307692307692,2,capacity-q1
0.8277777777777778,0.1892307692307692,2,capacity-q1
0.85,0.1892307692307692,2,capacity-q1
0.25,0.19846153846153844,0,safe
0.2722222222222222,0.19846153846153844,0,safe
0.29444444444444445,0.19846153846153844,0,safe
0.31666666666666665,0.19846153846153844,0,safe
0.3388888888888889,0.19846153846153844,1,direct-q1
0.3611111111111111,0.19846153846153844,1,direct-q1
0.3833333333333333,0.19846153846153844,1,direct-q1
0.40555555555555556,0.19846153846153844,1,direct-q1
0.4277777777777778,0.19846153846153844,1,direct-q1
0.45,0.19846153846153844,1,direct-q1
0.4722222222222222,0.19846153846153844,2,capacity-q1
0.49444444444444446,0.19846153846153844,2,capacity-q1
0.5166666666666666,0.19846153846153844,2,capacity-q1
0.538888888888889,0.19846153846153844,2,capacity-q1
0.5611111111111111,0.19846153846153844,2,capacity-q1
0.5833333333333334,0.19846153846153844,2,capacity-q1
0.6055555555555556,0.19846153846153844,2,capacity-q1
0.6277777777777778,0.19846153846153844,2,capacity-q1
0.65,0.19846153846153844,2,capacity-q1
0.6722222222222223,0.19846153846153844,2,capacity-q1
0.6944444444444444,0.19846153846153844,2,capacity-q1
0.7166666666666667,0.19846153846153844,2,capacity-q1
0.7388888888888889,0.19846153846153844,2,capacity-q1
0.7611111111111112,0.19846153846153844,2,capacity-q1
0.7833333333333333,0.19846153846153844,2,capacity-q1
0.8055555555555556,0.19846153846153844,2,capacity-q1
0.8277777777777778,0.19846153846153844,2,capacity-q1
0.85,0.19846153846153844,2,capacity-q1
0.25,0.20769230769230768,0,safe
0.2722222222222222,0.20769230769230768,0,safe
0.29444444444444445,0.20769230769230768,0,safe
0.31666666666666665,0.20769230769230768,0,safe
0.3388888888888889,0.20769230769230768,0,safe
0.3611111111111111,0.20769230769230768,1,direct-q1
0.3833333333333333,0.20769230769230768,1,direct-q1
0.40555555555555556,0.20769230769230768,1,direct-q1
0.4277777777777778,0.20769230769230768,1,direct-q1
0.45,0.20769230769230768,1,direct-q1
0.4722222222222222,0.20769230769230768,1,direct-q1
0.49444444444444446,0.20769230769230768,2,capacity-q1
0.5166666666666666,0.20769230769230768,2,capacity-q1
0.538888888888889,0.20769230769230768,2,capacity-q1
0.5611111111111111,0.20769230769230768,2,capacity-q1
0.5833333333333334,0.20769230769230768,2,capacity-q1
0.6055555555555556,0.20769230769230768,2,capacity-q1
0.6277777777777778,0.20769230769230768,2,capacity-q1
0.65,0.20769230769230768,2,capacity-q1
0.6722222222222223,0.20769230769230768,2,capacity-q1
0.6944444444444444,0.20769230769230768,2,capacity-q1
0.7166666666666667,0.20769230769230768,2,capacity-q1
0.7388888888888889,0.20769230769230768,2,capacity-q1
0.7611111111111112,0.20769230769230768,2,capacity-q1
0.7833333333333333,0.20769230769230768,2,capacity-q1
0.8055555555555556,0.20769230769230768,2,capacity-q1
0.8277777777777778,0.20769230769230768,2,capacity-q1
0.85,0.20769230769230768,2,capacity-q1
0.25,0.2169230769230769,0,safe
0.2722222222222222,0.2169230769230769,0,safe
0.29444444444444445,0.2169230769230769,0,safe
0.31666666666666665,0.2169230769230769,0,safe
0.3388888888888889,0.2169230769230769,0,safe
0.3611111111111111,0.2169230769230769,1,direct-q1
0.3833333333333333,0.2169230769230769,1,direct-q1
0.40555555555555556,0.2169230769230769,1,direct-q1
0.4277777777777778,0.2169230769230769,1,direct-q1
0.45,0.2169230769230769,1,direct-q1
0.4722222222222222,0.2169230769230769,1,direct-q1
0.49444444444444446,0.2169230769230769,1,direct-q1
0.5166666666666666,0.2169230769230769,2,capacity-q1
0.538888888888889,0.2169230769230769,2,capacity-q1
0.5611111111111111,0.2169230769230769,2,capacity-q1
0.5833333333333334,0.2169230769230769,2,capacity-q1
0.6055555555555556,0.2169230769230769,2,capacity-q1
0.6277777777777778,0.2169230769230769,2,capacity-q1
0.65,0.2169230769230769,2,capacity-q1
0.6722222222222223,0.2169230769230769,2,capacity-q1
0.6944444444444444,0.2169230769230769,2,capacity-q1
0.7166666666666667,0.2169230769230769,2,capacity-q1
0.7388888888888889,0.2169230769230769,2,capacity-q1
0.7611111111111112,0.2169230769230769,2,capacity-q1
0.7833333333333333,0.2169230769230769,2,capacity-q1
0.8055555555555556,0.2169230769230769,2,capacity-q1
0.8277777777777778,0.2169230769230769,2,capacity-q1
0.85,0.2169230769230769,2,capacity-q1
0.25,0.22615384615384615,0,safe
0.2722222222222222,0.22615384615384615,0,safe
0.29444444444444445,0.22615384615384615,0,safe
0.31666666666666665,0.22615384615384615,0,safe
0.3388888888888889,0.22615384615384615,0,safe
0.3611111111111111,0.22615384615384615,0,safe
0.3833333333333333,0.22615384615384615,1,direct-q1
0.40555555555555556,0.22615384615384615,1,direct-q1
0.4277777777777778,0.22615384615384615,1,direct-q1
0.45,0.22615384615384615,1,direct-q1
0.4722222222222222,0.22615384615384615,1,direct-q1
0.49444444444444446,0.22615384615384615,1,direct-q1
0.5166666666666666,0.22615384615384615,1,direct-q1
0.538888888888889,0.22615384615384615,2,capacity-q1
0.5611111111111111,0.22615384615384615,2,capacity-q1
0.5833333333333334,0.22615384615384615,2,capacity-q1
0.6055555555555556,0.22615384615384615,2,capacity-q1
0.6277777777777778,0.22615384615384615,2,capacity-q1
0.65,0.22615384615384615,2,capacity-q1
0.6722222222222223,0.22615384615384615,2,capacity-q1
0.6944444444444444,0.22615384615384615,2,capacity-q1
0.7166666666666667,0.22615384615384615,2,capacity-q1
0.7388888888888889,0.22615384615384615,2,capacity-q1
0.7611111111111112,0.22615384615384615,2,capacity-q1
0.7833333333333333,0.22615384615384615,2,capacity-q1
0.8055555555555556,0.22615384615384615,2,capacity-q1
0.8277777777777778,0.22615384615384615,2,capacity-q1
0.85,0.22615384615384615,2,capacity-q1
0.25,0.23538461538461536,0,safe
0.2722222222222222,0.23538461538461536,0,safe
0.29444444444444445,0.23538461538461536,0,safe
0.31666666666666665,0.23538461538461536,0,safe
0.3388888888888889,0.23538461538461536,0,safe
0.3611111111111111,0.23538461538461536,0,safe
0.3833333333333333,0.23538461538461536,1,direct-q1
0.40555555555555556,0.23538461538461536,1,direct-q1
0.4277777777777778,0.23538461538461536,1,direct-q1
0.45,0.23538461538461536,1,direct-q1
0.4722222222222222,0.23538461538461536,1,direct-q1
0.49444444444444446,0.23538461538461536,1,direct-q1
0.5166666666666666,0.23538461538461536,1,direct-q1
0.538888888888889,0.23538461538461536,1,direct-q1
0.5611111111111111,0.23538461538461536,2,capacity-q1
0.5833333333333334,0.23538461538461536,2,capacity-q1
0.6055555555555556,0.23538461538461536,2,capacity-q1
0.6277777777777778,0.23538461538461536,2,capacity-q1
0.65,0.23538461538461536,2,capacity-q1
0.6722222222222223,0.23538461538461536,2,capacity-q1
0.6944444444444444,0.23538461538461536,2,capacity-q1
0.7166666666666667,0.23538461538461536,2,capacity-q1
0.7388888888888889,0.23538461538461536,2,capacity-q1
0.7611111111111112,0.23538461538461536,2,capacity-q1
0.7833333333333333,0.23538461538461536,2,capacity-q1
0.8055555555555556,0.23538461538461536,2,capacity-q1
0.8277777777777778,0.23538461538461536,2,capacity-q1
0.85,0.23538461538461536,2,capacity-q1
0.25,0.2446153846153846,0,safe
0.2722222222222222,0.2446153846153846,0,safe
0.29444444444444445,0.2446153846153846,0,safe
0.31666666666666665,0.2446153846153846,0,safe
0.3388888888888889,0.2446153846153846,0,safe
0.3611111111111111,0.2446153846153846,0,safe
0.3833333333333333,0.2446153846153846,1,direct-q1
0.40555555555555556,0.2446153846153846,1,direct-q1
0.4277777777777778,0.2446153846153846,1,direct-q1
0.45,0.2446153846153846,1,direct-q1
0.4722222222222222,0.2446153846153846,1,direct-q1
0.49444444444444446,0.2446153846153846,1,direct-q1
0.5166666666666666,0.2446153846153846,1,direct-q1
0.538888888888889,0.2446153846153846,1,direct-q1
0.5611111111111111,0.2446153846153846,1,direct-q1
0.5833333333333334,0.2446153846153846,2,capacity-q1
0.6055555555555556,0.2446153846153846,2,capacity-q1
0.6277777777777778,0.2446153846153846,2,capacity-q1
0.65,0.2446153846153846,2,capacity-q1
0.6722222222222223,0.2446153846153846,2,capacity-q1
0.6944444444444444,0.2446153846153846,2,capacity-q1
0.7166666666666667,0.2446153846153846,2,capacity-q1
0.7388888888888889,0.2446153846153846,2,capacity-q1
0.7611111111111112,0.2446153846153846,2,capacity-q1
0.7833333333333333,0.2446153846153846,2,capacity-q1
0.8055555555555556,0.2446153846153846,2,capacity-q1
0.8277777777777778,0.2446153846153846,2,capacity-q1
0.85,0.2446153846153846,2,capacity-q1
0.25,0.25384615384615383,0,safe
0.2722222222222222,0.25384615384615383,0,safe
