time,s,i,q,beta1,beta2
3.890000000000000124e+00,8.269401752212982570e-01,1.190680477077310229e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.899999999999999911e+00,8.259535456253777053e-01,1.196965309690106311e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.910000000000000142e+00,8.249628996345840237e-01,1.203271419819706561e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.919999999999999929e+00,8.239682370258551991e-01,1.209598745958488375e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.930000000000000160e+00,8.229695577648349358e-01,1.215947224892203610e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.939999999999999947e+00,8.219668620100711864e-01,1.222316791671891750e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.950000000000000178e+00,8.209601501159303760e-01,1.228707379594909527e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.959999999999999964e+00,8.199494226325978463e-01,1.235118920204929249e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.970000000000000195e+00,8.189346803060774116e-01,1.241551343291940196e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.979999999999999982e+00,8.179159240781915807e-01,1.248004576892246947e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.990000000000000213e+00,8.168931550896532112e-01,1.254478547269880784e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,8.158663746849494913e-01,1.260973178887392909e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.009999999999999787e+00,8.148355844073155163e-01,1.267488394436119270e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.020000000000000462e+00,8.138007860059502940e-01,1.274024114792107754e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.030000000000000249e+00,8.127619814363231665e-01,1.280580259014256761e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.040000000000000036e+00,8.117191728601728107e-01,1.287156744344321591e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.049999999999999822e+00,8.106723626455073495e-01,1.293753486206909442e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.060000000000000497e+00,8.096215533666051289e-01,1.300370398209483025e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.070000000000000284e+00,8.085667478090233784e-01,1.307007392114546140e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.080000000000000071e+00,8.075079489709651170e-01,1.313664377831671171e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.089999999999999858e+00,8.064451600604322090e-01,1.320341263433503221e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.099999999999999645e+00,8.053783845016846410e-01,1.327037955120154988e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.110000000000000320e+00,8.043076259352672785e-01,1.333754357219054387e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.120000000000000107e+00,8.032328882180110874e-01,1.340490372184942325e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.129999999999999893e+00,8.021541754230325783e-01,1.347245900599875756e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.139999999999999680e+00,8.010714918397333628e-01,1.354020841173226020e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.150000000000000355e+00,7.999848419763202489e-01,1.360815090729601828e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.160000000000000142e+00,7.988942305661108634e-01,1.367628544177121319e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.169999999999999929e+00,7.977996625595055180e-01,1.374461094545795237e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.179999999999999716e+00,7.967011431318563597e-01,1.381312632951549046e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.190000000000000391e+00,7.955986776841487140e-01,1.388183048593021052e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.200000000000000178e+00,7.944922718430020847e-01,1.395072228751560450e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.209999999999999964e+00,7.933819314606691542e-01,1.401980058791230110e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.219999999999999751e+00,7.922676626150363388e-01,1.408906422158805738e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.230000000000000426e+00,7.911494716096238999e-01,1.415851200383774766e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.240000000000000213e+00,7.900273649771712980e-01,1.422814273065664548e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.250000000000000000e+00,7.889013494841919938e-01,1.429795517853258702e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.259999999999999787e+00,7.877714321228328487e-01,1.436794810473993877e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.270000000000000462e+00,7.866376201188717276e-01,1.443812024710110220e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.280000000000000249e+00,7.854999209320708831e-01,1.450847032397495628e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.290000000000000036e+00,7.843583422561757335e-01,1.457899703425689364e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.299999999999999822e+00,7.832128920189157517e-01,1.464969905737880662e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.310000000000000497e+00,7.820635783820040210e-01,1.472057505330909011e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.320000000000000284e+00,7.809104097411374568e-01,1.479162366255261374e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.330000000000000071e+00,7.797533947259966958e-01,1.486284350615077188e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.339999999999999858e+00,7.785925422040660404e-01,1.493423318559164437e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.350000000000000533e+00,7.773699848592466877e-01,1.499999999999999944e-01,6.140833762004342944e-01,1.614083376200434294e+00,3.859166237995657056e-01
4.360000000000000320e+00,7.754906952485519644e-01,1.499999999999999944e-01,6.131481630429528318e-01,1.613148163042952721e+00,3.868518369570471682e-01
4.370000000000000107e+00,7.736170350583366773e-01,1.499999999999999944e-01,6.122112280304456977e-01,1.612211228030445698e+00,3.877887719695543023e-01
4.379999999999999893e+00,7.717489874256462379e-01,1.499999999999999944e-01,6.112725706311298302e-01,1.611272570631129941e+00,3.887274293688701698e-01
4.389999999999999680e+00,7.698865355380394293e-01,1.499999999999999944e-01,6.103321903267948656e-01,1.610332190326794866e+00,3.896678096732051344e-01
4.400000000000000355e+00,7.680296626334366383e-01,1.499999999999999944e-01,6.093900866128614258e-01,1.609390086612861426e+00,3.906099133871385742e-01
4.410000000000000142e+00,7.661783519999691983e-01,1.499999999999999944e-01,6.084462589984374059e-01,1.608446258998437406e+00,3.915537410015625941e-01
4.419999999999999929e+00,7.643325869758291757e-01,1.499999999999999944e-01,6.075007070063767056e-01,1.607500707006376706e+00,3.924992929936232944e-01
4.429999999999999716e+00,7.624923509491186024e-01,1.499999999999999944e-01,6.065534301733355171e-01,1.606553430173335517e+00,3.934465698266644829e-01
4.440000000000000391e+00,7.606576273577007052e-01,1.499999999999999944e-01,6.056044280498296128e-01,1.605604428049829613e+00,3.943955719501703872e-01
4.450000000000000178e+00,7.588283996890512473e-01,1.499999999999999944e-01,6.046537002002924099e-01,1.604653700200292299e+00,3.953462997997075901e-01
4.459999999999999964e+00,7.570046514801084259e-01,1.499999999999999944e-01,6.037012462031311477e-01,1.603701246203131259e+00,3.962987537968688523e-01
4.469999999999999751e+00,7.551863663171263230e-01,1.499999999999999944e-01,6.027470656507845082e-01,1.602747065650784508e+00,3.972529343492154918e-01
4.480000000000000426e+00,7.533735278355259135e-01,1.499999999999999944e-01,6.017911581497790152e-01,1.601791158149779015e+00,3.982088418502209848e-01
4.490000000000000213e+00,7.515661197197488486e-01,1.499999999999999944e-01,6.008335233207866555e-01,1.600833523320786655e+00,3.991664766792133445e-01
4.500000000000000000e+00,7.497641257031099071e-01,1.499999999999999944e-01,5.998741607986810553e-01,1.599874160798681055e+00,4.001258392013189447e-01
4.509999999999999787e+00,7.479675295676506686e-01,1.499999999999999944e-01,5.989130702325946576e-01,1.598913070232594658e+00,4.010869297674053424e-01
4.520000000000000462e+00,7.461763151439937403e-01,1.499999999999999944e-01,5.979502512859747876e-01,1.597950251285974677e+00,4.020497487140252124e-01
4.530000000000000249e+00,7.443904663111974296e-01,1.499999999999999944e-01,5.969857036366409409e-01,1.596985703636641052e+00,4.030142963633590591e-01
4.540000000000000036e+00,7.426099669966100825e-01,1.499999999999999944e-01,5.960194269768406272e-01,1.596019426976840627e+00,4.039805730231593728e-01
4.549999999999999822e+00,7.408348011757257545e-01,1.499999999999999944e-01,5.950514210133062143e-01,1.595051421013306214e+00,4.049485789866937857e-01
4.560000000000000497e+00,7.390649528720399930e-01,1.499999999999999944e-01,5.940816854673105496e-01,1.594081685467310550e+00,4.059183145326894504e-01
4.570000000000000284e+00,7.373004061569065071e-01,1.499999999999999944e-01,5.931102200747244702e-01,1.593110220074724470e+00,4.068897799252755298e-01
4.580000000000000071e+00,7.355411451493926167e-01,1.499999999999999944e-01,5.921370245860708703e-01,1.592137024586070870e+00,4.078629754139291297e-01
4.589999999999999858e+00,7.337871540161374773e-01,1.499999999999999944e-01,5.911620987665826554e-01,1.591162098766582655e+00,4.088379012334173446e-01
4.600000000000000533e+00,7.320384169712089717e-01,1.499999999999999944e-01,5.901854423962574758e-01,1.590185442396257365e+00,4.098145576037425242e-01
4.610000000000000320e+00,7.302949182759620461e-01,1.499999999999999944e-01,5.892070552699140151e-01,1.589207055269914015e+00,4.107929447300859849e-01
4.620000000000000107e+00,7.285566422388966012e-01,1.499999999999999944e-01,5.882269371972470573e-01,1.588226937197247057e+00,4.117730628027529427e-01
4.629999999999999893e+00,7.268235732155166051e-01,1.499999999999999944e-01,5.872450880028838860e-01,1.587245088002883886e+00,4.127549119971161140e-01
4.639999999999999680e+00,7.250956956081890947e-01,1.499999999999999944e-01,5.862615075264392406e-01,1.586261507526439241e+00,4.137384924735607594e-01
4.650000000000000355e+00,7.233729938660038439e-01,1.499999999999999944e-01,5.852761956225707163e-01,1.585276195622570716e+00,4.147238043774292837e-01
4.660000000000000142e+00,7.216554524846336971e-01,1.499999999999999944e-01,5.842891521610336092e-01,1.584289152161033609e+00,4.157108478389663908e-01
4.669999999999999929e+00,7.199430560061946816e-01,1.499999999999999944e-01,5.833003770267370935e-01,1.583300377026737094e+00,4.166996229732629065e-01
4.679999999999999716e+00,7.182357890191067851e-01,1.499999999999999944e-01,5.823098701197981786e-01,1.582309870119798179e+00,4.176901298802018214e-01
4.690000000000000391e+00,7.165336361579555113e-01,1.499999999999999944e-01,5.813176313555965535e-01,1.581317631355596554e+00,4.186823686444034465e-01
4.700000000000000178e+00,7.148365821033539902e-01,1.499999999999999944e-01,5.803236606648304319e-01,1.580323660664830321e+00,4.196763393351695681e-01
4.709999999999999964e+00,7.131446115818039777e-01,1.499999999999999944e-01,5.793279579935697310e-01,1.579327957993569731e+00,4.206720420064302690e-01
4.719999999999999751e+00,7.114577093655595208e-01,1.499999999999999944e-01,5.783305233033118053e-01,1.578330523303311805e+00,4.216694766966881947e-01
4.730000000000000426e+00,7.097758602724889565e-01,1.499999999999999944e-01,5.773313565710342932e-01,1.577331356571034293e+00,4.226686434289657068e-01
4.740000000000000213e+00,7.080990491659393538e-01,1.499999999999999944e-01,5.763304577892511826e-01,1.576330457789251183e+00,4.236695422107488174e-01
4.750000000000000000e+00,7.064272609545996229e-01,1.499999999999999944e-01,5.753278269660657696e-01,1.575327826966065770e+00,4.246721730339342304e-01
4.759999999999999787e+00,7.047604805923642912e-01,1.499999999999999944e-01,5.743234641252239481e-01,1.574323464125223948e+00,4.256765358747760519e-01
4.770000000000000462e+00,7.030986930781987221e-01,1.499999999999999944e-01,5.733173693061694998e-01,1.573317369306169500e+00,4.266826306938305002e-01
4.780000000000000249e+00,7.014418834560045557e-01,1.499999999999999944e-01,5.723095425640969403e-01,1.572309542564096940e+00,4.276904574359030597e-01
4.790000000000000036e+00,6.997900368144835959e-01,1.499999999999999944e-01,5.712999839700048099e-01,1.571299983970004810e+00,4.287000160299951901e-01
4.799999999999999822e+00,6.981431382870051383e-01,1.499999999999999944e-01,5.702886936107497418e-01,1.570288693610749853e+00,4.297113063892502582e-01
4.810000000000000497e+00,6.965011730514710786e-01,1.499999999999999944e-01,5.692756715890985308e-01,1.569275671589098531e+00,4.307243284109014692e-01
4.820000000000000284e+00,6.948641263301834625e-01,1.499999999999999944e-01,5.682609180237823132e-01,1.568260918023782313e+00,4.317390819762176868e-01
4.830000000000000071e+00,6.932319833897107042e-01,1.499999999999999944e-01,5.672444330495488574e-01,1.567244433049548746e+00,4.327555669504511426e-01
4.839999999999999858e+00,6.916047295407552475e-01,1.499999999999999944e-01,5.662262168172154109e-01,1.566226216817215411e+00,4.337737831827845891e-01
4.850000000000000533e+00,6.899823501380213386e-01,1.499999999999999944e-01,5.652062694937207699e-01,1.565206269493720770e+00,4.347937305062792301e-01
4.860000000000000320e+00,6.883648305800836864e-01,1.499999999999999944e-01,5.641845912621791248e-01,1.564184591262179236e+00,4.358154087378208752e-01
4.870000000000000107e+00,6.867521563092552350e-01,1.499999999999999944e-01,5.631611823219302426e-01,1.563161182321930243e+00,4.368388176780697574e-01
4.879999999999999893e+00,6.851443128114566017e-01,1.499999999999999944e-01,5.621360428885930904e-01,1.562136042888593090e+00,4.378639571114069096e-01
4.889999999999999680e+00,6.835412856160856254e-01,1.499999999999999944e-01,5.611091731941171279e-01,1.561109173194117128e+00,4.388908268058828721e-01
4.900000000000000355e+00,6.819430602958863608e-01,1.499999999999999944e-01,5.600805734868335994e-01,1.560080573486833710e+00,4.399194265131664006e-01
4.910000000000000142e+00,6.803496224668205139e-01,1.499999999999999944e-01,5.590502440315082699e-01,1.559050244031508381e+00,4.409497559684917301e-01
4.919999999999999929e+00,6.787609577879367695e-01,1.499999999999999944e-01,5.580181851093914958e-01,1.558018185109391496e+00,4.419818148906085042e-01
4.929999999999999716e+00,6.771770519612422268e-01,1.499999999999999944e-01,5.569843970182700721e-01,1.556984397018270183e+00,4.430156029817299279e-01
4.940000000000000391e+00,6.755978907315736137e-01,1.499999999999999944e-01,5.559488800725178592e-01,1.555948880072517859e+00,4.440511199274821408e-01
4.950000000000000178e+00,6.740234598864695004e-01,1.499999999999999944e-01,5.549116346031470748e-01,1.554911634603147075e+00,4.450883653968529252e-01
4.959999999999999964e+00,6.724537452560416240e-01,1.499999999999999944e-01,5.538726609578583648e-01,1.553872660957858365e+00,4.461273390421416352e-01
4.969999999999999751e+00,6.708887327128475464e-01,1.499999999999999944e-01,5.528319595010915410e-01,1.552831959501091541e+00,4.471680404989084590e-01
4.980000000000000426e+00,6.693284081717637557e-01,1.499999999999999944e-01,5.517895306140754297e-01,1.551789530614075430e+00,4.482104693859245703e-01
4.990000000000000213e+00,6.677727575898591006e-01,1.499999999999999944e-01,5.507453746948782758e-01,1.550745374694878276e+00,4.492546253051217242e-01
5.000000000000000000e+00,6.662217669662677810e-01,1.499999999999999944e-01,5.496994921584577032e-01,1.549699492158457703e+00,4.503005078415422968e-01
5.009999999999999787e+00,6.646754223420635599e-01,1.499999999999999944e-01,5.486518834367095643e-01,1.548651883436709564e+00,4.513481165632904357e-01
5.020000000000000462e+00,6.631337098001344188e-01,1.499999999999999944e-01,5.476025489785179001e-01,1.547602548978517900e+00,4.523974510214820999e-01
5.030000000000000249e+00,6.615966154650572140e-01,1.499999999999999944e-01,5.465514892498044563e-01,1.546551489249804456e+00,4.534485107501955437e-01
5.040000000000000036e+00,6.600641255029724430e-01,1.499999999999999944e-01,5.454987047335766448e-01,1.545498704733576645e+00,4.545012952664233552e-01
5.049999999999999822e+00,6.585362261214602331e-01,1.499999999999999944e-01,5.444441959299775036e-01,1.544444195929977504e+00,4.555558040700224964e-01
5.060000000000000497e+00,6.570129035694155517e-01,1.499999999999999944e-01,5.433879633563329925e-01,1.543387963356332993e+00,4.566120366436670075e-01
5.070000000000000284e+00,6.554941441369255273e-01,1.499999999999999944e-01,5.423300075472019532e-01,1.542330007547201953e+00,4.576699924527980468e-01
5.080000000000000071e+00,6.539799341551447709e-01,1.499999999999999944e-01,5.412703290544225165e-01,1.541270329054422517e+00,4.587296709455774835e-01
5.089999999999999858e+00,6.524702599961732519e-01,1.499999999999999944e-01,5.402089284471609520e-01,1.540208928447160952e+00,4.597910715528390480e-01
5.100000000000000533e+00,6.509651080729332850e-01,1.499999999999999944e-01,5.391458063119591859e-01,1.539145806311959186e+00,4.608541936880408141e-01
5.110000000000000320e+00,6.494644648390475172e-01,1.499999999999999944e-01,5.380809632527824293e-01,1.538080963252782318e+00,4.619190367472175707e-01
5.120000000000000107e+00,6.479683167887168027e-01,1.499999999999999944e-01,5.370143998910659189e-01,1.537014399891065919e+00,4.629856001089340811e-01
5.129999999999999893e+00,6.464766504565985228e-01,1.499999999999999944e-01,5.359461168657619901e-01,1.535946116865761990e+00,4.640538831342380099e-01
5.139999999999999680e+00,6.449894524176854604e-01,1.499999999999999944e-01,5.348761148333871507e-01,1.534876114833387151e+00,4.651238851666128493e-01
5.150000000000000355e+00,6.435067092871852301e-01,1.499999999999999944e-01,5.338043944680683772e-01,1.533804394468068377e+00,4.661956055319316228e-01
5.160000000000000142e+00,6.420284077203998185e-01,1.499999999999999944e-01,5.327309564615893001e-01,1.532730956461589411e+00,4.672690435384106999e-01
5.169999999999999929e+00,6.405545344126052365e-01,1.499999999999999944e-01,5.316558015234363888e-01,1.531655801523436278e+00,4.683441984765636112e-01
5.179999999999999716e+00,6.390850760989315038e-01,1.499999999999999944e-01,5.305789303808442492e-01,1.530578930380844138e+00,4.694210696191557508e-01
5.190000000000000391e+00,6.376200195542438554e-01,1.499999999999999944e-01,5.295003437788416978e-01,1.529500343778841698e+00,4.704996562211583022e-01
5.200000000000000178e+00,6.361593515930238363e-01,1.499999999999999944e-01,5.284200424802969476e-01,1.528420042480296948e+00,4.715799575197030524e-01
5.209999999999999964e+00,6.347030590692496199e-01,1.499999999999999944e-01,5.273380272659622392e-01,1.527338027265962239e+00,4.726619727340377608e-01
5.219999999999999751e+00,6.332511288762788793e-01,1.499999999999999944e-01,5.262542989345190270e-01,1.526254298934519138e+00,4.737457010654809730e-01
5.230000000000000426e+00,6.318035479467297710e-01,1.499999999999999944e-01,5.251688583026217216e-01,1.525168858302621722e+00,4.748311416973782784e-01
5.240000000000000213e+00,6.303603032523645844e-01,1.499999999999999944e-01,5.240817062049432096e-01,1.524081706204943210e+00,4.759182937950567904e-01
5.250000000000000000e+00,6.289213818039710580e-01,1.499999999999999944e-01,5.229928434942172633e-01,1.522992843494217263e+00,4.770071565057827367e-01
5.259999999999999787e+00,6.274867706512463617e-01,1.499999999999999944e-01,5.219022710412832833e-01,1.521902271041283283e+00,4.780977289587167167e-01
5.270000000000000462e+00,6.260564568826806342e-01,1.499999999999999944e-01,5.208099897351298191e-01,1.520809989735129708e+00,4.791900102648701809e-01
5.280000000000000249e+00,6.246304276254401877e-01,1.499999999999999944e-01,5.197160004829366464e-01,1.519716000482936646e+00,4.802839995170633536e-01
5.290000000000000036e+00,6.232086700452522665e-01,1.499999999999999944e-01,5.186203042101187322e-01,1.518620304210118732e+00,4.813796957898812678e-01
5.299999999999999822e+00,6.217911713462888068e-01,1.499999999999999944e-01,5.175229018603682007e-01,1.517522901860368201e+00,4.824770981396317993e-01
5.310000000000000497e+00,6.203779187710519727e-01,1.499999999999999944e-01,5.164237943956967447e-01,1.516423794395696856e+00,4.835762056043032553e-01
5.320000000000000284e+00,6.189688996002592480e-01,1.499999999999999944e-01,5.153229827964779242e-01,1.515322982796477813e+00,4.846770172035220758e-01
5.330000000000000071e+00,6.175641011527285285e-01,1.499999999999999944e-01,5.142204680614885781e-01,1.514220468061488578e+00,4.857795319385114219e-01
5.339999999999999858e+00,6.161635107852642124e-01,1.499999999999999944e-01,5.131162512079503468e-01,1.513116251207950347e+00,4.868837487920496532e-01
5.350000000000000533e+00,6.147671158925434032e-01,1.499999999999999944e-01,5.120103332715706390e-01,1.512010333271570639e+00,4.879896667284293610e-01
5.360000000000000320e+00,6.133749039070028886e-01,1.499999999999999944e-01,5.109027153065841542e-01,1.510902715306584154e+00,4.890972846934158458e-01
5.370000000000000107e+00,6.119868622987253426e-01,1.499999999999999944e-01,5.097933983857927398e-01,1.509793398385792740e+00,4.902066016142072602e-01
5.379999999999999893e+00,6.106029785753269712e-01,1.499999999999999944e-01,5.086823836006058031e-01,1.508682383600605803e+00,4.913176163993941969e-01
5.389999999999999680e+00,6.092232402818448245e-01,1.499999999999999944e-01,5.075696720610805013e-01,1.507569672061080501e+00,4.924303279389194987e-01
5.400000000000000355e+00,6.078476350006248863e-01,1.499999999999999944e-01,5.064552648959610437e-01,1.506455264895961044e+00,4.935447351040389563e-01
5.410000000000000142e+00,6.064761503512103857e-01,1.499999999999999944e-01,5.053391632527182153e-01,1.505339163252718215e+00,4.946608367472817847e-01
5.419999999999999929e+00,6.051087739902304419e-01,1.499999999999999944e-01,5.042213682975889011e-01,1.504221368297588901e+00,4.957786317024110989e-01
5.429999999999999716e+00,6.037454936112882642e-01,1.499999999999999944e-01,5.031018812156135001e-01,1.503101881215613389e+00,4.968981187843864999e-01
5.440000000000000391e+00,6.023862969448513516e-01,1.499999999999999944e-01,5.019807032106756717e-01,1.501980703210675561e+00,4.980192967893243283e-01
5.450000000000000178e+00,6.010311717581405810e-01,1.499999999999999944e-01,5.008578355055397502e-01,1.500857835505539750e+00,4.991421644944602498e-01
5.459999999999999964e+00,5.996801058550201846e-01,1.499999999999999944e-01,4.997332793418887142e-01,1.499733279341888714e+00,5.002667206581112858e-01
5.469999999999999751e+00,5.983330870758877262e-01,1.499999999999999944e-01,4.986070359803611574e-01,1.498607035980361157e+00,5.013929640196388426e-01
5.480000000000000426e+00,5.969901032975651889e-01,1.499999999999999944e-01,4.974791067005891465e-01,1.497479106700589035e+00,5.025208932994108535e-01
5.490000000000000213e+00,5.956511424331896176e-01,1.499999999999999944e-01,4.963494928012346374e-01,1.496349492801234637e+00,5.036505071987653626e-01
5.500000000000000000e+00,5.943161924321039846e-01,1.499999999999999944e-01,4.952181956000253349e-01,1.495218195600025446e+00,5.047818043999746651e-01
5.509999999999999787e+00,5.929852412797494976e-01,1.499999999999999944e-01,4.940852164337922181e-01,1.494085216433792329e+00,5.059147835662077819e-01
5.520000000000000462e+00,5.916582769975564648e-01,1.499999999999999944e-01,4.929505566585034027e-01,1.492950556658503292e+00,5.070494433414965973e-01
5.530000000000000249e+00,5.903352876428378249e-01,1.499999999999999944e-01,4.918142176493017770e-01,1.491814217649301888e+00,5.081857823506982230e-01
5.540000000000000036e+00,5.890162613086801224e-01,1.499999999999999944e-01,4.906762008005380871e-01,1.490676200800538087e+00,5.093237991994619129e-01
5.549999999999999822e+00,5.877011861238377044e-01,1.499999999999999944e-01,4.895365075258069076e-01,1.489536507525806908e+00,5.104634924741930924e-01
5.560000000000000497e+00,5.863900502526245839e-01,1.499999999999999944e-01,4.883951392579801709e-01,1.488395139257980171e+00,5.116048607420198291e-01
5.570000000000000284e+00,5.850828418948096354e-01,1.499999999999999944e-01,4.872520974492426937e-01,1.487252097449242694e+00,5.127479025507573063e-01
5.580000000000000071e+00,5.837795492855084589e-01,1.499999999999999944e-01,4.861073835711238189e-01,1.486107383571123819e+00,5.138926164288761811e-01
5.589999999999999858e+00,5.824801606950789079e-01,1.499999999999999944e-01,4.849609991145324983e-01,1.484960999114532498e+00,5.150390008854675017e-01
5.600000000000000533e+00,5.811846644290148411e-01,1.499999999999999944e-01,4.838129455897891562e-01,1.483812945589789045e+00,5.161870544102108438e-01
5.610000000000000320e+00,5.798930488278410955e-01,1.499999999999999944e-01,4.826632245266589960e-01,1.482663224526659107e+00,5.173367754733410040e-01
5.620000000000000107e+00,5.786053022670085699e-01,1.499999999999999944e-01,4.815118374743838636e-01,1.481511837474383864e+00,5.184881625256161364e-01
5.629999999999999893e+00,5.773214131567896423e-01,1.499999999999999944e-01,4.803587860017144440e-01,1.480358786001714444e+00,5.196412139982855560e-01
5.639999999999999680e+00,5.760413699421733646e-01,1.499999999999999944e-01,4.792040716969410141e-01,1.479204071696941014e+00,5.207959283030589859e-01
5.650000000000000355e+00,5.747651611027624341e-01,1.499999999999999944e-01,4.780476961679260839e-01,1.478047696167926084e+00,5.219523038320739161e-01
5.660000000000000142e+00,5.734927751526686102e-01,1.499999999999999944e-01,4.768896610421334836e-01,1.476889661042133373e+00,5.231103389578665164e-01
5.669999999999999929e+00,5.722242006404097969e-01,1.499999999999999944e-01,4.757299679666600056e-01,1.475729967966660006e+00,5.242700320333399944e-01
5.679999999999999716e+00,5.709594261488067923e-01,1.499999999999999944e-01,4.745686186082647140e-01,1.474568618608264714e+00,5.254313813917352860e-01
5.690000000000000391e+00,5.696984402948803705e-01,1.499999999999999944e-01,4.734056146533986986e-01,1.473405614653398699e+00,5.265943853466013014e-01
5.700000000000000178e+00,5.684412317297498074e-01,1.499999999999999944e-01,4.722409578082348292e-01,1.472240957808234718e+00,5.277590421917651708e-01
5.709999999999999964e+00,5.671877891385291859e-01,1.499999999999999944e-01,4.710746497986958436e-01,1.471074649798695955e+00,5.289253502013041564e-01
5.719999999999999751e+00,5.659381012402268096e-01,1.499999999999999944e-01,4.699066923704835474e-01,1.469906692370483547e+00,5.300933076295164526e-01
5.730000000000000426e+00,5.646921567876430625e-01,1.499999999999999944e-01,4.687370872891061246e-01,1.468737087289106125e+00,5.312629127108938754e-01
5.740000000000000213e+00,5.634499445672698226e-01,1.499999999999999944e-01,4.675658363399071149e-01,1.467565836339907115e+00,5.324341636600928851e-01
5.750000000000000000e+00,5.622114533991884322e-01,1.499999999999999944e-01,4.663929413280909486e-01,1.466392941328090949e+00,5.336070586719090514e-01
5.759999999999999787e+00,5.609766721369700004e-01,1.499999999999999944e-01,4.652184040787511465e-01,1.465218404078751036e+00,5.347815959212488535e-01
5.770000000000000462e+00,5.597455896675748166e-01,1.499999999999999944e-01,4.640422264368964100e-01,1.464042226436896410e+00,5.359577735631035900e-01
5.780000000000000249e+00,5.585181949112525412e-01,1.499999999999999944e-01,4.628644102674768224e-01,1.462864410267476822e+00,5.371355897325231776e-01
5.790000000000000036e+00,5.572944768214419531e-01,1.499999999999999944e-01,4.616849574554091618e-01,1.461684957455409162e+00,5.383150425445908382e-01
5.799999999999999822e+00,5.560744243846720281e-01,1.499999999999999944e-01,4.605038699056028806e-01,1.460503869905602770e+00,5.394961300943971194e-01
5.810000000000000497e+00,5.548580266204623523e-01,1.499999999999999944e-01,4.593211495429839752e-01,1.459321149542983864e+00,5.406788504570160248e-01
5.820000000000000284e+00,5.536452725812252007e-01,1.499999999999999944e-01,4.581367983125205212e-01,1.458136798312520632e+00,5.418632016874794788e-01
